,co2,temp,humidity,pressure,gas_resistance,pm1_0,pm2_5,pm4_0,pm10_0,pnc_0_5,pnc_1_0,pnc_2_5,pnc_4_0,pnc_10_0,tps
[2026-05-08 00:50:24.928] ,469,26.93,32.18,100575.69,273431.25,5.12,5.42,5.42,5.42,35.94,40.74,40.88,40.89,40.89,0.41
[2026-05-08 00:50:29.942] ,471,26.93,32.26,100576.17,274751.81,5,5.29,5.29,5.29,35.11,39.8,39.94,39.95,39.95,0.42
[2026-05-08 00:50:34.949] ,472,26.94,32.27,100575.18,276308.69,4.88,5.16,5.16,5.16,34.21,38.78,38.91,38.92,38.93,0.42
[2026-05-08 00:50:39.966] ,471,26.95,32.25,100575.5,275639.31,4.94,5.22,5.22,5.22,34.66,39.28,39.42,39.43,39.43,0.42
[2026-05-08 00:50:44.981] ,471,27,32.24,100575.94,275194.84,5.2,5.5,5.5,5.5,36.47,41.34,41.49,41.49,41.5,0.42
[2026-05-08 00:50:49.991] ,471,27.01,32.22,100577.16,276308.69,5.49,5.8,5.8,5.8,38.5,43.64,43.8,43.81,43.81,0.42
[2026-05-08 00:50:55.011] ,473,26.95,32.22,100576.21,274751.81,5.57,5.89,5.89,5.89,39.1,44.32,44.48,44.49,44.49,0.42
[2026-05-08 00:51:00.022] ,475,26.96,32.24,100576.68,276308.69,5.79,6.13,6.13,6.13,40.64,46.07,46.23,46.24,46.25,0.42
[2026-05-08 00:51:05.032] ,477,26.95,32.21,100577.2,276981.34,5.67,5.99,5.99,5.99,39.77,45.08,45.25,45.25,45.26,0.42
[2026-05-08 00:51:10.047] ,478,26.95,32.23,100576.46,276308.69,5.58,5.9,5.9,5.9,39.13,44.36,44.52,44.53,44.53,0.42
[2026-05-08 00:51:15.057] ,477,26.98,32.23,100575.62,273870.03,5.7,6.03,6.03,6.03,39.98,45.32,45.48,45.49,45.5,0.42
[2026-05-08 00:51:20.071] ,477,26.96,32.21,100576.57,268695.88,5.65,5.97,5.97,5.97,39.61,44.9,45.06,45.07,45.08,0.42
[2026-05-08 00:51:25.081] ,477,26.96,32.29,100577.12,258912.77,5.82,6.16,6.16,6.16,40.86,46.32,46.48,46.49,46.49,0.42
[2026-05-08 00:51:30.102] ,476,26.97,32.35,100576.4,261691.8,5.83,6.16,6.16,6.16,40.88,46.34,46.51,46.52,46.52,0.42
[2026-05-08 00:51:35.112] ,477,27.01,32.35,100576.99,265560.16,5.61,5.93,5.93,5.93,39.33,44.58,44.74,44.75,44.76,0.42
[2026-05-08 00:51:40.125] ,476,27.05,32.3,100576.99,260891.72,5.59,5.91,5.91,5.91,39.2,44.43,44.59,44.6,44.6,0.42
[2026-05-08 00:51:45.142] ,477,26.94,32.31,100576.17,254663.02,5.45,5.76,5.76,5.76,38.22,43.33,43.48,43.49,43.49,0.42
[2026-05-08 00:51:50.150] ,476,26.92,32.35,100577.28,259898.48,5.4,5.71,5.71,5.71,37.91,42.97,43.12,43.13,43.14,0.43
[2026-05-08 00:51:55.161] ,477,26.95,32.35,100576.2,262093.67,5.48,5.8,5.8,5.8,38.45,43.59,43.74,43.75,43.76,0.42
[2026-05-08 00:52:00.182] ,479,26.93,32.34,100577.14,260891.72,5.42,5.73,5.73,5.73,38.01,43.09,43.24,43.25,43.26,0.42
[2026-05-08 00:52:05.192] ,479,26.92,32.37,100577.36,261691.8,5.25,5.55,5.55,5.55,36.8,41.72,41.86,41.87,41.88,0.42
[2026-05-08 00:52:10.208] ,481,26.95,32.38,100575.54,258912.77,5.12,5.41,5.41,5.41,35.92,40.72,40.86,40.87,40.87,0.42
[2026-05-08 00:52:15.214] ,481,26.95,32.39,100575.52,260692.47,5.31,5.62,5.62,5.62,37.26,42.24,42.39,42.4,42.4,0.42
[2026-05-08 00:52:20.232] ,482,26.95,32.39,100575.57,262295.09,5.23,5.53,5.53,5.53,36.67,41.57,41.72,41.73,41.73,0.42
[2026-05-08 00:52:25.241] ,485,27,32.37,100575.22,262496.78,5.4,5.71,5.71,5.71,37.88,42.93,43.08,43.09,43.1,0.43
[2026-05-08 00:52:30.250] ,485,26.98,32.33,100575.02,260493.52,5.44,5.75,5.75,5.75,38.18,43.27,43.43,43.44,43.44,0.43
[2026-05-08 00:52:35.263] ,486,26.97,32.35,100575.45,261691.8,5.43,5.74,5.74,5.74,38.07,43.15,43.31,43.32,43.32,0.43
[2026-05-08 00:52:40.277] ,487,27.01,32.34,100576.79,261691.8,5.35,5.65,5.65,5.65,37.51,42.52,42.67,42.68,42.68,0.43
[2026-05-08 00:52:45.291] ,490,27.07,32.3,100577.61,261892.58,5.27,5.57,5.57,5.57,36.98,41.91,42.06,42.07,42.08,0.43
[2026-05-08 00:52:50.305] ,494,27.1,32.25,100576.74,261691.8,5.24,5.55,5.55,5.55,36.79,41.7,41.85,41.86,41.86,0.43
[2026-05-08 00:52:55.321] ,496,27.16,32.21,100575.25,260891.72,5.25,5.56,5.56,5.56,36.86,41.78,41.93,41.94,41.94,0.43
[2026-05-08 00:53:00.333] ,498,27.17,32.15,100577.63,261892.58,4.83,5.11,5.11,5.11,33.88,38.41,38.55,38.55,38.56,0.43
[2026-05-08 00:53:05.349] ,499,27.11,32.15,100576.02,264531.12,4.66,4.93,4.93,4.93,32.72,37.09,37.22,37.23,37.23,0.43
[2026-05-08 00:53:10.361] ,501,27.09,32.21,100575.9,262496.78,4.63,4.9,4.9,4.9,32.52,36.86,36.99,37,37,0.44
[2026-05-08 00:53:15.371] ,502,27.06,32.24,100577.85,266597.25,4.56,4.82,4.82,4.82,31.97,36.24,36.37,36.38,36.39,0.44
[2026-05-08 00:53:20.381] ,502,26.98,32.28,100575.87,264941.78,4.65,4.92,4.92,4.92,32.64,37,37.13,37.14,37.15,0.43
[2026-05-08 00:53:25.397] ,501,26.96,32.38,100575.16,262093.67,4.93,5.21,5.21,5.21,34.58,39.2,39.34,39.35,39.35,0.44
[2026-05-08 00:53:30.411] ,502,26.91,32.42,100575.77,264121.75,5.04,5.33,5.33,5.33,35.39,40.12,40.26,40.27,40.27,0.43
[2026-05-08 00:53:35.428] ,504,26.92,32.44,100576.48,265353.72,5.12,5.42,5.42,5.42,35.94,40.74,40.88,40.89,40.89,0.43
[2026-05-08 00:53:40.442] ,506,26.88,32.48,100577.38,264941.78,5.13,5.43,5.43,5.43,36.02,40.83,40.97,40.98,40.99,0.43
[2026-05-08 00:53:45.451] ,507,26.93,32.49,100576.89,263103.81,5.11,5.4,5.4,5.4,35.84,40.63,40.77,40.78,40.78,0.43
[2026-05-08 00:53:50.470] ,508,26.97,32.48,100576.08,262496.78,5.14,5.44,5.44,5.44,36.09,40.91,41.06,41.06,41.07,0.43
[2026-05-08 00:53:55.481] ,507,27.01,32.42,100576.62,262496.78,5.06,5.35,5.35,5.35,35.51,40.26,40.4,40.41,40.41,0.43
[2026-05-08 00:54:00.495] ,510,27.04,32.38,100578.07,262496.78,4.99,5.27,5.27,5.27,34.98,39.65,39.79,39.8,39.81,0.43
[2026-05-08 00:54:05.501] ,510,27.01,32.34,100575.99,264326.28,4.93,5.22,5.22,5.22,34.62,39.24,39.38,39.39,39.39,0.43
[2026-05-08 00:54:10.522] ,513,26.99,32.34,100577.51,266597.25,4.92,5.2,5.2,5.2,34.51,39.12,39.26,39.27,39.27,0.42
[2026-05-08 00:54:15.537] ,516,26.95,32.3,100577.03,267852.47,4.86,5.14,5.14,5.14,34.12,38.68,38.82,38.83,38.83,0.42
[2026-05-08 00:54:20.541] ,515,26.92,32.29,100578.14,267852.47,4.85,5.13,5.13,5.13,34.05,38.59,38.73,38.74,38.74,0.42
[2026-05-08 00:54:25.560] ,515,26.9,32.33,100577.88,268484.53,4.92,5.21,5.21,5.21,34.55,39.16,39.3,39.31,39.32,0.42
[2026-05-08 00:54:30.574] ,518,26.9,32.36,100578.23,267432.75,4.84,5.12,5.12,5.12,33.98,38.52,38.66,38.67,38.67,0.42
[2026-05-08 00:54:35.585] ,517,26.88,32.42,100578.23,267223.38,4.76,5.03,5.03,5.03,33.39,37.85,37.98,37.99,37.99,0.42
[2026-05-08 00:54:40.601] ,519,26.93,32.46,100578.27,264326.28,4.73,5,5,5,33.2,37.63,37.76,37.77,37.77,0.43
[2026-05-08 00:54:45.611] ,521,26.87,32.45,100577.82,269971,4.89,5.17,5.17,5.17,34.29,38.87,39.01,39.02,39.02,0.43
[2026-05-08 00:54:50.621] ,522,26.82,32.49,100578.26,270613.09,4.97,5.25,5.25,5.25,34.86,39.51,39.65,39.66,39.66,0.43
[2026-05-08 00:54:55.632] ,522,26.81,32.52,100577.88,269544.62,5.17,5.47,5.47,5.47,36.27,41.12,41.26,41.27,41.27,0.43
[2026-05-08 00:55:00.645] ,523,26.8,32.54,100578.44,270398.72,5.39,5.7,5.7,5.7,37.84,42.89,43.04,43.05,43.05,0.42
[2026-05-08 00:55:05.655] ,525,26.78,32.57,100578.85,268907.56,5.41,5.72,5.72,5.72,37.97,43.04,43.19,43.2,43.21,0.42
[2026-05-08 00:55:10.672] ,526,26.79,32.58,100577.04,271906.53,5.14,5.44,5.44,5.44,36.07,40.89,41.04,41.04,41.05,0.42
[2026-05-08 00:55:15.682] ,524,26.83,32.57,100578.73,269971,4.89,5.17,5.17,5.17,34.28,38.86,39,39.01,39.01,0.42
[2026-05-08 00:55:20.702] ,524,26.84,32.56,100579.43,269757.62,5.06,5.35,5.35,5.35,35.47,40.21,40.35,40.36,40.36,0.42
[2026-05-08 00:55:25.711] ,523,26.81,32.52,100579.12,273650.47,5.08,5.37,5.37,5.37,35.62,40.38,40.52,40.53,40.53,0.42
[2026-05-08 00:55:30.721] ,523,26.75,32.51,100578.48,273212.38,4.94,5.22,5.22,5.22,34.66,39.29,39.43,39.43,39.44,0.42
[2026-05-08 00:55:35.731] ,521,26.72,32.56,100578.91,272993.88,4.97,5.25,5.25,5.25,34.85,39.51,39.65,39.66,39.66,0.42
[2026-05-08 00:55:40.748] ,520,26.78,32.59,100578.62,272993.88,5.02,5.31,5.31,5.31,35.25,39.96,40.1,40.11,40.11,0.42
[2026-05-08 00:55:45.762] ,522,26.83,32.58,100578.87,271042.88,4.97,5.26,5.26,5.26,34.87,39.53,39.67,39.68,39.68,0.42
[2026-05-08 00:55:50.772] ,521,26.85,32.56,100578.83,271474.03,5.08,5.37,5.37,5.37,35.62,40.38,40.52,40.53,40.53,0.42
[2026-05-08 00:55:55.782] ,522,26.86,32.54,100578.81,271690.09,5.3,5.6,5.6,5.6,37.18,42.14,42.29,42.3,42.3,0.42
[2026-05-08 00:56:00.795] ,522,26.86,32.53,100578.53,270613.09,5.58,5.9,5.9,5.9,39.11,44.34,44.49,44.5,44.51,0.42
[2026-05-08 00:56:05.809] ,521,26.86,32.52,100578.94,272340.44,5.91,6.25,6.25,6.25,41.5,47.04,47.21,47.22,47.22,0.42
[2026-05-08 00:56:10.821] ,520,26.85,32.51,100578.78,269757.62,5.59,5.91,5.91,5.91,39.23,44.46,44.62,44.63,44.64,0.41
[2026-05-08 00:56:15.833] ,522,26.77,32.5,100579.45,258520.58,5.26,5.56,5.56,5.56,36.92,41.85,42,42.01,42.01,0.41
[2026-05-08 00:56:20.851] ,521,26.75,32.52,100578.62,261691.8,5.15,5.44,5.44,5.44,36.12,40.95,41.09,41.1,41.1,0.41
[2026-05-08 00:56:25.858] ,522,26.75,32.55,100578.07,258324.92,4.94,5.22,5.22,5.22,34.66,39.29,39.43,39.43,39.44,0.41
[2026-05-08 00:56:30.871] ,522,26.77,32.59,100579.62,262295.09,4.61,4.87,4.87,4.87,32.33,36.65,36.78,36.79,36.79,0.41
[2026-05-08 00:56:35.881] ,524,26.75,32.59,100579.71,263917.53,4.57,4.83,4.83,4.83,32.08,36.36,36.49,36.5,36.5,0.42
[2026-05-08 00:56:40.901] ,524,26.75,32.6,100578.29,263713.62,4.51,4.77,4.77,4.77,31.61,35.83,35.96,35.97,35.97,0.42
[2026-05-08 00:56:45.911] ,527,26.77,32.59,100578.8,265147.59,4.76,5.03,5.03,5.03,33.38,37.84,37.98,37.98,37.99,0.42
[2026-05-08 00:56:50.929] ,529,26.8,32.59,100578.72,263713.62,5,5.29,5.29,5.29,35.08,39.77,39.91,39.92,39.92,0.42
[2026-05-08 00:56:55.943] ,530,26.85,32.56,100579.39,262496.78,5.21,5.51,5.51,5.51,36.54,41.42,41.56,41.57,41.58,0.43
[2026-05-08 00:57:00.947] ,532,26.87,32.51,100579.77,262901.16,5.08,5.38,5.38,5.38,35.67,40.43,40.58,40.59,40.59,0.42
[2026-05-08 00:57:05.963] ,530,26.84,32.46,100578.6,264326.28,5.08,5.37,5.37,5.37,35.65,40.41,40.55,40.56,40.57,0.43
[2026-05-08 00:57:10.982] ,531,26.88,32.43,100578.68,262496.78,5.2,5.5,5.5,5.5,36.5,41.38,41.52,41.53,41.54,0.42
[2026-05-08 00:57:15.992] ,530,26.9,32.42,100578.27,263713.62,5.36,5.66,5.66,5.66,37.58,42.59,42.75,42.75,42.76,0.42
[2026-05-08 00:57:21.002] ,530,26.93,32.37,100578.88,263917.53,5.35,5.66,5.66,5.66,37.52,42.53,42.68,42.69,42.7,0.42
[2026-05-08 00:57:26.011] ,530,26.92,32.35,100579,264941.78,5.15,5.44,5.44,5.44,36.1,40.92,41.07,41.08,41.08,0.42
[2026-05-08 00:57:31.021] ,530,26.88,32.33,100578.21,266597.25,5.06,5.35,5.35,5.35,35.48,40.21,40.36,40.36,40.37,0.42
[2026-05-08 00:57:36.036] ,528,26.82,32.33,100578.62,264531.12,4.88,5.16,5.16,5.16,34.26,38.84,38.97,38.98,38.99,0.42
[2026-05-08 00:57:41.051] ,529,26.83,32.38,100576.73,265560.16,4.85,5.13,5.13,5.13,34.01,38.55,38.69,38.69,38.7,0.42
[2026-05-08 00:57:46.061] ,529,26.86,32.4,100576.95,265147.59,4.77,5.04,5.04,5.04,33.45,37.91,38.05,38.06,38.06,0.42
[2026-05-08 00:57:51.073] ,531,26.84,32.41,100578.61,266389.19,4.85,5.13,5.13,5.13,34.04,38.59,38.73,38.74,38.74,0.42
[2026-05-08 00:57:56.091] ,531,26.79,32.42,100577.6,268273.5,4.65,4.92,4.92,4.92,32.62,36.98,37.11,37.12,37.12,0.42
[2026-05-08 00:58:01.102] ,530,26.77,32.46,100577.16,268484.53,4.57,4.84,4.84,4.84,32.08,36.37,36.5,36.5,36.51,0.42
[2026-05-08 00:58:06.117] ,529,26.8,32.51,100576.73,266805.62,4.95,5.24,5.24,5.24,34.73,39.37,39.51,39.52,39.52,0.43
[2026-05-08 00:58:11.131] ,529,26.8,32.48,100577.17,269119.59,5.57,5.89,5.89,5.89,39.05,44.26,44.42,44.43,44.43,0.43
[2026-05-08 00:58:16.141] ,528,26.81,32.45,100576.58,267852.47,5.59,5.91,5.91,5.91,39.19,44.42,44.58,44.59,44.59,0.42
[2026-05-08 00:58:21.152] ,529,26.83,32.43,100576.31,267852.47,5.35,5.66,5.66,5.66,37.52,42.53,42.68,42.69,42.69,0.42
[2026-05-08 00:58:26.165] ,528,26.84,32.41,100577.58,266181.44,5.13,5.43,5.43,5.43,36.01,40.82,40.97,40.98,40.98,0.42
[2026-05-08 00:58:31.181] ,527,26.8,32.41,100577.62,266597.25,5.12,5.41,5.41,5.41,35.91,40.7,40.85,40.86,40.86,0.43
[2026-05-08 00:58:36.198] ,526,26.82,32.42,100575.43,265147.59,5.08,5.37,5.37,5.37,35.65,40.41,40.55,40.56,40.56,0.43
[2026-05-08 00:58:41.209] ,526,26.85,32.42,100576.86,265560.16,5.14,5.44,5.44,5.44,36.09,40.91,41.06,41.07,41.07,0.43
[2026-05-08 00:58:46.221] ,526,26.85,32.4,100577.04,264941.78,5.19,5.49,5.49,5.49,36.45,41.31,41.46,41.47,41.47,0.43
[2026-05-08 00:58:51.232] ,525,26.83,32.41,100575.73,266389.19,5.05,5.34,5.34,5.34,35.42,40.15,40.3,40.3,40.31,0.43
[2026-05-08 00:58:56.240] ,526,26.83,32.43,100575.62,267852.47,5.24,5.54,5.54,5.54,36.77,41.68,41.83,41.84,41.84,0.43
[2026-05-08 00:59:01.256] ,525,26.83,32.43,100575.31,267642.44,5.44,5.75,5.75,5.75,38.17,43.26,43.42,43.43,43.43,0.42
[2026-05-08 00:59:06.267] ,525,26.79,32.42,100575.26,268695.88,5.39,5.7,5.7,5.7,37.8,42.84,43,43.01,43.01,0.42
[2026-05-08 00:59:11.284] ,526,26.75,32.41,100575.03,269971,5.37,5.68,5.68,5.68,37.7,42.74,42.89,42.9,42.9,0.42
[2026-05-08 00:59:16.300] ,526,26.75,32.48,100575.54,270827.81,5.39,5.7,5.7,5.7,37.81,42.86,43.01,43.02,43.02,0.42
[2026-05-08 00:59:21.304] ,524,26.76,32.51,100575.01,268484.53,5.36,5.67,5.67,5.67,37.59,42.61,42.77,42.77,42.78,0.42
[2026-05-08 00:59:26.325] ,524,26.78,32.54,100575.3,271042.88,5.54,5.86,5.86,5.86,38.87,44.06,44.22,44.23,44.23,0.42
[2026-05-08 00:59:31.329] ,523,26.77,32.52,100575.13,271258.28,5.62,5.94,5.94,5.94,39.44,44.7,44.86,44.87,44.88,0.41
[2026-05-08 00:59:36.349] ,523,26.76,32.51,100576.14,271258.28,5.56,5.88,5.88,5.88,39.03,44.24,44.4,44.41,44.41,0.41
[2026-05-08 00:59:41.359] ,522,26.8,32.53,100574.82,268907.56,5.44,5.75,5.75,5.75,38.15,43.24,43.39,43.4,43.41,0.41
[2026-05-08 00:59:46.372] ,523,26.84,32.51,100576.12,268273.5,5.17,5.47,5.47,5.47,36.29,41.14,41.28,41.29,41.3,0.4
[2026-05-08 00:59:51.391] ,521,26.88,32.45,100574.35,269544.62,4.99,5.28,5.28,5.28,35.04,39.72,39.86,39.86,39.87,0.4
[2026-05-08 00:59:56.402] ,522,26.9,32.4,100573.88,268695.88,4.96,5.25,5.25,5.25,34.81,39.45,39.59,39.6,39.61,0.4
[2026-05-08 01:00:01.414] ,521,26.88,32.33,100574.5,270184.69,5.14,5.44,5.44,5.44,36.08,40.9,41.04,41.05,41.06,0.4
[2026-05-08 01:00:06.421] ,521,26.86,32.27,100573.59,272775.72,5.21,5.51,5.51,5.51,36.59,41.47,41.62,41.63,41.63,0.39
[2026-05-08 01:00:11.435] ,522,26.87,32.26,100574.76,270184.69,4.99,5.28,5.28,5.28,35.03,39.71,39.85,39.86,39.86,0.39
[2026-05-08 01:00:16.448] ,523,26.8,32.25,100573.92,272123.31,4.88,5.16,5.16,5.16,34.24,38.81,38.95,38.96,38.96,0.39
[2026-05-08 01:00:21.461] ,523,26.77,32.31,100573.2,273870.03,4.69,4.96,4.96,4.96,32.89,37.28,37.41,37.42,37.42,0.4
[2026-05-08 01:00:26.474] ,523,26.77,32.37,100573.81,274089.94,4.61,4.88,4.88,4.88,32.37,36.69,36.82,36.83,36.84,0.39
[2026-05-08 01:00:31.488] ,524,26.77,32.41,100573.52,273212.38,4.85,5.13,5.13,5.13,34.03,38.58,38.72,38.72,38.73,0.39
[2026-05-08 01:00:36.501] ,524,26.76,32.42,100573.48,273650.47,4.96,5.25,5.25,5.25,34.81,39.45,39.59,39.6,39.61,0.39
[2026-05-08 01:00:41.511] ,524,26.79,32.43,100574.03,272557.91,4.93,5.22,5.22,5.22,34.6,39.22,39.36,39.37,39.37,0.39
[2026-05-08 01:00:46.531] ,525,26.83,32.42,100574.65,271258.28,5,5.28,5.28,5.28,35.05,39.73,39.87,39.88,39.88,0.39
[2026-05-08 01:00:51.542] ,525,26.88,32.39,100572.95,271906.53,5.08,5.38,5.38,5.38,35.67,40.43,40.57,40.58,40.58,0.39
[2026-05-08 01:00:56.555] ,526,26.9,32.35,100574.29,271258.28,4.98,5.27,5.27,5.27,34.96,39.63,39.77,39.78,39.78,0.39
[2026-05-08 01:01:01.567] ,524,26.91,32.3,100574.12,271042.88,5.03,5.32,5.32,5.32,35.31,40.02,40.16,40.17,40.17,0.4
[2026-05-08 01:01:06.581] ,524,26.85,32.23,100573.7,274089.94,5.13,5.42,5.42,5.42,35.97,40.78,40.92,40.93,40.93,0.4
[2026-05-08 01:01:11.591] ,524,26.85,32.24,100573.24,272340.44,5.16,5.46,5.46,5.46,36.2,41.03,41.17,41.18,41.19,0.4
[2026-05-08 01:01:16.601] ,524,26.89,32.25,100573.82,272123.31,5.18,5.48,5.48,5.48,36.36,41.21,41.36,41.36,41.37,0.4
[2026-05-08 01:01:21.618] ,523,26.9,32.24,100574.05,271690.09,5.23,5.53,5.53,5.53,36.66,41.56,41.71,41.71,41.72,0.39
[2026-05-08 01:01:26.628] ,524,26.9,32.22,100574.06,271690.09,5.31,5.62,5.62,5.62,37.25,42.23,42.38,42.39,42.39,0.4
[2026-05-08 01:01:31.646] ,525,26.93,32.21,100572.86,270827.81,5.46,5.77,5.77,5.77,38.29,43.41,43.56,43.57,43.57,0.4
[2026-05-08 01:01:36.653] ,526,26.92,32.16,100573.27,272123.31,5.48,5.79,5.79,5.79,38.44,43.57,43.73,43.74,43.74,0.4
[2026-05-08 01:01:41.671] ,525,26.89,32.17,100573.51,273431.25,5.24,5.54,5.54,5.54,36.77,41.68,41.83,41.84,41.84,0.4
[2026-05-08 01:01:46.682] ,526,26.86,32.19,100571.13,273212.38,5.12,5.41,5.41,5.41,35.91,40.71,40.85,40.86,40.86,0.4
[2026-05-08 01:01:51.691] ,523,26.82,32.23,100573.64,272340.44,5.14,5.43,5.43,5.43,36.04,40.85,40.99,41,41.01,0.4
[2026-05-08 01:01:56.713] ,522,26.85,32.26,100572.11,272340.44,5.17,5.47,5.47,5.47,36.27,41.11,41.26,41.27,41.27,0.4
[2026-05-08 01:02:01.721] ,522,26.87,32.26,100573.1,269119.59,5.15,5.45,5.45,5.45,36.15,40.97,41.12,41.13,41.13,0.4
[2026-05-08 01:02:06.731] ,523,26.86,32.27,100572.37,266597.25,5.17,5.47,5.47,5.47,36.3,41.14,41.29,41.3,41.3,0.39
[2026-05-08 01:02:11.752] ,522,26.82,32.27,100571.85,264121.75,5.24,5.54,5.54,5.54,36.79,41.7,41.85,41.85,41.86,0.39
[2026-05-08 01:02:16.757] ,523,26.79,32.28,100572.82,267432.75,5.09,5.38,5.38,5.38,35.7,40.47,40.61,40.62,40.62,0.39
[2026-05-08 01:02:21.775] ,524,26.76,32.26,100571.09,270398.72,5.04,5.33,5.33,5.33,35.33,40.05,40.19,40.2,40.2,0.38
[2026-05-08 01:02:26.790] ,524,26.81,32.25,100571.09,267852.47,4.98,5.27,5.27,5.27,34.96,39.63,39.77,39.78,39.78,0.39
[2026-05-08 01:02:31.800] ,524,26.82,32.26,100569.48,267642.44,5.12,5.41,5.41,5.41,35.92,40.72,40.87,40.87,40.88,0.39
[2026-05-08 01:02:36.811] ,524,26.84,32.25,100571.31,267642.44,5.2,5.5,5.5,5.5,36.47,41.34,41.49,41.5,41.5,0.38
[2026-05-08 01:02:41.830] ,524,26.83,32.25,100571.42,268695.88,5.14,5.43,5.43,5.43,36.05,40.86,41.01,41.02,41.02,0.39
[2026-05-08 01:02:46.839] ,523,26.84,32.26,100572.84,266805.62,5.32,5.63,5.63,5.63,37.33,42.31,42.46,42.47,42.47,0.39
[2026-05-08 01:02:51.851] ,522,26.83,32.26,100571.42,263306.75,5.34,5.65,5.65,5.65,37.47,42.47,42.62,42.63,42.63,0.39
[2026-05-08 01:02:56.863] ,524,26.78,32.25,100571.61,260493.52,5.34,5.64,5.64,5.64,37.44,42.44,42.59,42.6,42.6,0.4
[2026-05-08 01:03:01.874] ,523,26.73,32.26,100572.27,262093.67,5.45,5.77,5.77,5.77,38.25,43.36,43.51,43.52,43.53,0.39
[2026-05-08 01:03:06.892] ,521,26.73,32.3,100570.27,261491.31,5.58,5.9,5.9,5.9,39.14,44.37,44.53,44.54,44.54,0.4
[2026-05-08 01:03:11.908] ,521,26.73,32.32,100569.95,262698.81,5.77,6.1,6.1,6.1,40.49,45.9,46.06,46.07,46.08,0.4
[2026-05-08 01:03:16.922] ,519,26.7,32.34,100569.06,267432.75,5.66,5.98,5.98,5.98,39.69,44.99,45.15,45.16,45.16,0.4
[2026-05-08 01:03:21.936] ,521,26.71,32.39,100569.49,267014.34,5.58,5.9,5.9,5.9,39.14,44.37,44.52,44.53,44.54,0.4
[2026-05-08 01:03:26.941] ,521,26.7,32.41,100571.14,269331.94,5.59,5.91,5.91,5.91,39.23,44.47,44.63,44.64,44.64,0.41
[2026-05-08 01:03:31.954] ,518,26.67,32.43,100569.59,271258.28,5.67,6,6,6,39.79,45.1,45.26,45.27,45.28,0.41
[2026-05-08 01:03:36.975] ,518,26.67,32.44,100569.85,269971,5.79,6.13,6.13,6.13,40.65,46.08,46.25,46.26,46.26,0.41
[2026-05-08 01:03:41.981] ,517,26.73,32.46,100569.39,267852.47,5.7,6.02,6.02,6.02,39.96,45.29,45.45,45.46,45.47,0.41
[2026-05-08 01:03:47.000] ,518,26.74,32.46,100570.55,268484.53,5.66,5.99,5.99,5.99,39.73,45.03,45.19,45.2,45.21,0.41
[2026-05-08 01:03:52.011] ,516,26.74,32.45,100570.67,269331.94,5.62,5.94,5.94,5.94,39.4,44.66,44.82,44.83,44.83,0.42
[2026-05-08 01:03:57.019] ,514,26.79,32.44,100569.74,266389.19,5.64,5.96,5.96,5.96,39.54,44.82,44.98,44.99,44.99,0.42
[2026-05-08 01:04:02.038] ,515,26.84,32.38,100569.66,265974.03,5.67,5.99,5.99,5.99,39.76,45.07,45.23,45.24,45.24,0.42
[2026-05-08 01:04:07.049] ,514,26.89,32.32,100569.65,266805.62,5.4,5.71,5.71,5.71,37.91,42.97,43.12,43.13,43.14,0.43
[2026-05-08 01:04:12.066] ,514,26.88,32.28,100570.77,266597.25,5.06,5.35,5.35,5.35,35.51,40.25,40.39,40.4,40.41,0.43
[2026-05-08 01:04:17.074] ,514,26.86,32.27,100570.22,266805.62,4.97,5.26,5.26,5.26,34.9,39.56,39.7,39.71,39.71,0.42
[2026-05-08 01:04:22.090] ,512,26.85,32.28,100569.77,268695.88,5.21,5.51,5.51,5.51,36.57,41.45,41.6,41.61,41.61,0.43
[2026-05-08 01:04:27.099] ,511,26.86,32.29,100571.09,268907.56,5.55,5.87,5.87,5.87,38.96,44.17,44.32,44.33,44.34,0.42
[2026-05-08 01:04:32.113] ,511,26.84,32.26,100570.45,268695.88,5.6,5.92,5.92,5.92,39.28,44.52,44.68,44.69,44.69,0.43
[2026-05-08 01:04:37.125] ,513,26.81,32.28,100569.4,271258.28,5.6,5.93,5.93,5.93,39.32,44.57,44.73,44.74,44.74,0.42
[2026-05-08 01:04:42.136] ,512,26.78,32.31,100569.78,271042.88,5.57,5.89,5.89,5.89,39.06,44.28,44.44,44.45,44.45,0.43
[2026-05-08 01:04:47.154] ,511,26.8,32.33,100570.77,269757.62,5.47,5.78,5.78,5.78,38.36,43.48,43.63,43.64,43.65,0.42
[2026-05-08 01:04:52.162] ,510,26.82,32.32,100569.85,270398.72,5.55,5.87,5.87,5.87,38.94,44.14,44.29,44.3,44.31,0.42
[2026-05-08 01:04:57.171] ,507,26.78,32.31,100570,270398.72,5.63,5.96,5.96,5.96,39.51,44.79,44.95,44.96,44.96,0.42
[2026-05-08 01:05:02.192] ,507,26.78,32.29,100570,270184.69,5.29,5.59,5.59,5.59,37.1,42.05,42.2,42.21,42.21,0.42
[2026-05-08 01:05:07.201] ,508,26.8,32.28,100570.33,271690.09,5.07,5.37,5.37,5.37,35.6,40.36,40.5,40.51,40.51,0.42
[2026-05-08 01:05:12.214] ,505,26.82,32.26,100569.16,270827.81,4.98,5.26,5.26,5.26,34.92,39.58,39.72,39.73,39.73,0.42
