,co2,temp,humidity,pressure,gas_resistance,pm1_0,pm2_5,pm4_0,pm10_0,pnc_0_5,pnc_1_0,pnc_2_5,pnc_4_0,pnc_10_0,tps,
[2026-05-06 16:24:58.775] ,405,28.39,27.86,100536.67,285554.94,18.98,20.66,21.14,21.39,131.79,150.35,151.42,151.53,151.55,0.5,
[2026-05-06 16:25:03.795] ,406,28.39,27.86,100536.89,284840.06,18.77,20.39,20.83,21.07,130.37,148.67,149.69,149.8,149.82,0.49,
[2026-05-06 16:25:08.809] ,406,28.38,27.82,100534.87,285077.94,18.53,20.07,20.47,20.67,128.86,146.86,147.81,147.91,147.93,0.48,
[2026-05-06 16:25:13.820] ,405,28.39,27.8,100536.16,285077.94,18.42,19.92,20.28,20.47,128.18,146.02,146.93,147.03,147.05,0.49,
[2026-05-06 16:25:18.835] ,404,28.41,27.79,100537.16,284840.06,18.26,19.72,20.06,20.23,127.14,144.79,145.68,145.77,145.79,0.49,
[2026-05-06 16:25:23.846] ,404,28.39,27.79,100536.76,284602.56,17.88,19.29,19.6,19.76,124.55,141.8,142.65,142.73,142.75,0.49,
[2026-05-06 16:25:28.860] ,404,28.39,27.82,100536.05,284365.47,17.67,19.03,19.33,19.48,123.08,140.11,140.93,141.01,141.03,0.49,
[2026-05-06 16:25:33.878] ,403,28.38,27.83,100535.49,285316.25,17.81,19.17,19.46,19.6,124.12,141.26,142.07,142.15,142.17,0.49,
[2026-05-06 16:25:38.896] ,404,28.38,27.82,100535.79,285554.94,18.04,19.39,19.66,19.8,125.78,143.1,143.9,143.97,143.99,0.48,
[2026-05-06 16:25:43.905] ,404,28.37,27.82,100535.77,286033.53,17.81,19.12,19.36,19.48,124.28,141.35,142.12,142.19,142.21,0.48,
[2026-05-06 16:25:48.924] ,403,28.38,27.85,100535.79,286273.41,17.3,18.55,18.76,18.87,120.75,137.3,138.02,138.09,138.11,0.48,
[2026-05-06 16:25:53.942] ,403,28.39,27.85,100536.09,284840.06,16.97,18.18,18.38,18.48,118.52,134.73,135.43,135.49,135.51,0.47,
[2026-05-06 16:25:58.955] ,401,28.39,27.85,100537.05,284840.06,18.24,19.52,19.71,19.81,127.39,144.78,145.51,145.57,145.59,0.47,
[2026-05-06 16:26:03.965] ,400,28.38,27.83,100537.24,285316.25,18.7,20,20.2,20.3,130.63,148.45,149.19,149.25,149.27,0.48,
[2026-05-06 16:26:08.985] ,400,28.37,27.83,100535.54,285794.03,19.02,20.37,20.58,20.69,132.87,151.03,151.79,151.86,151.88,0.49,
[2026-05-06 16:26:13.994] ,399,28.36,27.85,100536.09,287237.03,19.02,20.37,20.58,20.7,132.8,150.96,151.74,151.8,151.82,0.48,
[2026-05-06 16:26:19.014] ,398,28.37,27.88,100535.16,285794.03,18.62,19.95,20.17,20.28,130.04,147.83,148.59,148.66,148.68,0.48,
[2026-05-06 16:26:24.027] ,399,28.36,27.86,100535.58,285554.94,18.41,19.72,19.94,20.05,128.52,146.11,146.86,146.93,146.95,0.48,
[2026-05-06 16:26:29.036] ,400,28.36,27.83,100536.45,284840.06,18.12,19.41,19.62,19.73,126.5,143.81,144.56,144.62,144.64,0.48,
[2026-05-06 16:26:34.052] ,399,28.35,27.84,100536.12,286754.41,18.01,19.28,19.48,19.59,125.76,142.95,143.68,143.75,143.76,0.47,
[2026-05-06 16:26:39.067] ,400,28.36,27.83,100536.04,285794.03,17.63,18.88,19.06,19.16,123.17,140,140.7,140.76,140.78,0.48,
[2026-05-06 16:26:44.074] ,400,28.39,27.83,100536.77,284840.06,17.42,18.67,18.87,18.98,121.65,138.3,139.02,139.08,139.1,0.49,
[2026-05-06 16:26:49.089] ,399,28.41,27.84,100537.04,283420.97,17.48,18.76,18.98,19.1,121.96,138.7,139.45,139.51,139.53,0.49,
[2026-05-06 16:26:54.110] ,399,28.42,27.81,100536.84,286513.72,17.08,18.37,18.63,18.76,119.09,135.5,136.27,136.34,136.36,0.5,
[2026-05-06 16:26:59.117] ,401,28.43,27.73,100537.01,284128.75,16.85,18.16,18.44,18.59,117.39,133.63,134.41,134.49,134.51,0.5,
[2026-05-06 16:27:04.140] ,400,28.43,27.7,100536.45,286513.72,16.47,17.79,18.1,18.26,114.66,130.59,131.39,131.47,131.49,0.51,
[2026-05-06 16:27:09.145] ,400,28.43,27.68,100536.68,285077.94,16,17.31,17.63,17.8,111.29,126.81,127.61,127.69,127.71,0.5,
[2026-05-06 16:27:14.164] ,399,28.42,27.66,100536.98,285316.25,15.33,16.6,16.91,17.08,106.67,121.55,122.32,122.4,122.42,0.49,
[2026-05-06 16:27:19.176] ,397,28.43,27.65,100536.12,284840.06,14.76,15.96,16.25,16.41,102.67,116.97,117.71,117.78,117.8,0.48,
[2026-05-06 16:27:24.196] ,397,28.43,27.69,100536.74,286273.41,14.63,15.81,16.09,16.23,101.81,115.97,116.69,116.76,116.78,0.49,
[2026-05-06 16:27:29.203] ,398,28.45,27.73,100534.6,283420.97,14.72,15.88,16.15,16.29,102.47,116.68,117.39,117.46,117.48,0.49,
[2026-05-06 16:27:34.223] ,396,28.46,27.74,100534.97,286273.41,14.74,15.89,16.14,16.27,102.67,116.88,117.58,117.64,117.66,0.49,
[2026-05-06 16:27:39.237] ,397,28.48,27.74,100534.84,283420.97,14.86,16,16.23,16.36,103.58,117.89,118.56,118.63,118.64,0.49,
[2026-05-06 16:27:44.248] ,398,28.49,27.67,100534.41,282951.09,14.97,16.1,16.33,16.44,104.39,118.78,119.45,119.51,119.53,0.49,
[2026-05-06 16:27:49.261] ,397,28.49,27.68,100533.78,286033.53,14.63,15.72,15.93,16.04,102.06,116.1,116.74,116.8,116.81,0.49,
[2026-05-06 16:27:54.276] ,398,28.5,27.69,100534.13,285077.94,14.28,15.34,15.54,15.65,99.61,113.31,113.93,113.99,114,0.49,
[2026-05-06 16:27:59.293] ,397,28.51,27.66,100534.54,284840.06,14.61,15.7,15.92,16.03,101.88,115.91,116.55,116.61,116.63,0.49,
[2026-05-06 16:28:04.305] ,399,28.53,27.67,100532.75,284602.56,14.97,16.1,16.32,16.44,104.36,118.74,119.41,119.47,119.49,0.49,
[2026-05-06 16:28:09.324] ,400,28.54,27.7,100533.94,282951.09,15.65,16.86,17.12,17.25,109.07,124.15,124.88,124.94,124.96,0.49,
[2026-05-06 16:28:14.335] ,402,28.56,27.69,100532.99,284128.75,16.08,17.33,17.6,17.74,112.01,127.51,128.26,128.33,128.35,0.49,
[2026-05-06 16:28:19.353] ,405,28.59,27.6,100534.33,283892.44,15.77,16.99,17.26,17.39,109.86,125.06,125.8,125.87,125.89,0.48,
[2026-05-06 16:28:24.364] ,405,28.59,27.54,100533.7,283892.44,15.75,16.99,17.27,17.41,109.71,124.91,125.66,125.73,125.75,0.5,
[2026-05-06 16:28:29.372] ,404,28.59,27.53,100535.31,283420.97,15.42,16.65,16.93,17.07,107.39,122.29,123.03,123.1,123.12,0.5,
[2026-05-06 16:28:34.396] ,404,28.58,27.54,100534.01,285794.03,15.14,16.35,16.62,16.77,105.45,120.08,120.81,120.88,120.9,0.49,
[2026-05-06 16:28:39.406] ,404,28.57,27.52,100535.45,284365.47,15.13,16.34,16.62,16.76,105.38,120,120.74,120.81,120.83,0.5,
[2026-05-06 16:28:44.413] ,406,28.59,27.5,100535.48,282716.72,15.27,16.48,16.75,16.89,106.37,121.12,121.85,121.92,121.94,0.48,
[2026-05-06 16:28:49.431] ,405,28.61,27.49,100535.29,278336.5,14.95,16.11,16.36,16.5,104.15,118.56,119.26,119.33,119.34,0.47,
[2026-05-06 16:28:54.445] ,406,28.65,27.46,100535.99,276981.34,15,16.15,16.39,16.51,104.5,118.94,119.63,119.69,119.71,0.48,
[2026-05-06 16:28:59.455] ,406,28.67,27.39,100534.72,277883.31,15.14,16.31,16.55,16.68,105.54,120.12,120.81,120.88,120.9,0.48,
[2026-05-06 16:29:04.472] ,408,28.63,27.38,100534.99,281783.16,15.25,16.43,16.67,16.8,106.29,120.98,121.68,121.74,121.76,0.49,
[2026-05-06 16:29:09.485] ,408,28.62,27.44,100533.05,284365.47,15.4,16.6,16.86,16.99,107.26,122.11,122.83,122.9,122.92,0.49,
[2026-05-06 16:29:14.505] ,408,28.62,27.51,100534.78,282482.75,15.54,16.78,17.06,17.21,108.22,123.23,123.98,124.06,124.08,0.49,
[2026-05-06 16:29:19.515] ,407,28.64,27.52,100533.36,283420.97,15.93,17.22,17.53,17.7,110.86,126.29,127.08,127.16,127.18,0.48,
[2026-05-06 16:29:24.526] ,407,28.63,27.45,100534.06,284602.56,15.96,17.26,17.58,17.75,111.05,126.52,127.32,127.4,127.42,0.48,
[2026-05-06 16:29:29.547] ,406,28.64,27.39,100534.06,284365.47,15.91,17.22,17.55,17.72,110.64,126.07,126.88,126.96,126.98,0.49,
[2026-05-06 16:29:34.559] ,405,28.67,27.41,100533.09,282015.97,16.21,17.56,17.9,18.08,112.74,128.48,129.32,129.4,129.42,0.49,
[2026-05-06 16:29:39.568] ,407,28.68,27.43,100531.55,282951.09,18.4,19.94,20.33,20.53,127.98,145.86,146.81,146.91,146.93,0.49,
[2026-05-06 16:29:44.582] ,406,28.71,27.42,100533.7,281087.03,33.65,36.49,37.24,37.64,233.86,266.6,268.37,268.56,268.6,0.51,
[2026-05-06 16:29:49.595] ,406,28.69,27.41,100532.57,280855.72,38.42,41.68,42.54,43,267.06,304.45,306.49,306.7,306.75,0.51,
[2026-05-06 16:29:54.615] ,408,28.67,27.4,100533.71,281783.16,39.58,42.96,43.87,44.34,275.06,313.61,315.73,315.95,316,0.51,
[2026-05-06 16:29:59.627] ,409,28.68,27.41,100533.48,278791.19,66.86,72.57,74.12,74.93,464.56,529.69,533.28,533.66,533.74,0.51,
[2026-05-06 16:30:04.639] ,410,28.68,27.43,100533.23,279247.34,55.25,59.9,61.11,61.75,384.08,437.81,440.7,441,441.07,0.48,
[2026-05-06 16:30:09.653] ,411,28.68,27.44,100532.75,279705,126.56,136.82,139.29,140.58,880.73,1003.28,1009.57,1010.2,1010.35,0.48,
[2026-05-06 16:30:14.665] ,411,28.69,27.49,100533.14,278109.72,206.16,222.24,225.73,227.55,1436.23,1635.01,1644.68,1645.61,1645.84,0.47,
[2026-05-06 16:30:19.680] ,412,28.67,27.51,100533.52,275862.06,135.54,145.71,147.68,148.7,945.19,1075.34,1081.34,1081.89,1082.04,0.46,
[2026-05-06 16:30:24.690] ,414,28.67,27.44,100532.97,277206.28,87.59,94,95.14,95.74,611.23,695.13,698.86,699.19,699.28,0.46,
[2026-05-06 16:30:29.711] ,416,28.64,27.35,100533.6,278791.19,73.89,79.22,80.12,80.59,515.75,586.42,589.5,589.77,589.85,0.48,
[2026-05-06 16:30:34.726] ,415,28.63,27.35,100534.59,278336.5,59.24,63.55,64.29,64.68,413.47,470.17,472.66,472.89,472.95,0.48,
[2026-05-06 16:30:39.736] ,414,28.64,27.35,100533.41,280164.16,41.87,44.91,45.43,45.71,292.2,332.27,334.03,334.19,334.23,0.48,
[2026-05-06 16:30:44.750] ,414,28.64,27.3,100533.8,279019.06,39.48,42.33,42.82,43.07,275.57,313.34,314.99,315.13,315.18,0.48,
[2026-05-06 16:30:49.765] ,413,28.64,27.27,100534.46,278563.66,38.47,41.26,41.73,41.98,268.52,305.33,306.94,307.08,307.12,0.47,
[2026-05-06 16:30:54.770] ,413,28.65,27.32,100535.34,278336.5,34.19,36.66,37.08,37.3,238.64,271.34,272.77,272.9,272.93,0.48,
[2026-05-06 16:30:59.790] ,412,28.66,27.37,100533.08,277431.59,65.04,69.79,70.62,71.05,453.89,516.16,518.91,519.16,519.23,0.49,
[2026-05-06 16:31:04.803] ,409,28.66,27.45,100534.03,276308.69,133.48,143.21,144.92,145.81,931.53,1059.33,1064.97,1065.48,1065.62,0.48,
[2026-05-06 16:31:09.817] ,409,28.66,27.43,100534.14,276981.34,187.97,201.36,203.49,204.6,1312.57,1492.1,1499.76,1500.43,1500.62,0.47,
[2026-05-06 16:31:14.829] ,410,28.67,27.37,100531.07,275416.91,188.06,201.05,202.85,203.79,1314.15,1493.23,1500.53,1501.15,1501.33,0.47,
[2026-05-06 16:31:19.846] ,412,28.68,27.34,100531.4,275639.31,181.35,193.68,195.26,196.08,1267.74,1440.17,1447.03,1447.6,1447.77,0.46,
[2026-05-06 16:31:24.858] ,412,28.7,27.33,100531.14,276532.53,176.95,188.82,190.23,190.96,1237.33,1405.37,1411.92,1412.45,1412.61,0.46,
[2026-05-06 16:31:29.869] ,411,28.73,27.34,100533.13,275416.91,184.77,196.89,198.13,198.77,1292.69,1467.78,1474.37,1474.88,1475.05,0.46,
[2026-05-06 16:31:34.883] ,414,28.72,27.42,100533.07,276085.19,206.49,219.87,221.13,221.78,1445.03,1640.49,1647.71,1648.26,1648.44,0.47,
[2026-05-06 16:31:39.900] ,416,28.71,27.4,100533.09,276308.69,86.64,92.22,92.71,92.97,606.42,688.38,691.37,691.6,691.67,0.46,
[2026-05-06 16:31:44.913] ,415,28.71,27.44,100533.09,276756.75,71.57,76.15,76.54,76.74,500.98,568.64,571.1,571.28,571.34,0.47,
[2026-05-06 16:31:49.931] ,417,28.72,27.44,100532.21,276085.19,72.63,77.29,77.7,77.91,508.42,577.11,579.61,579.79,579.86,0.48,
[2026-05-06 16:31:54.942] ,416,28.75,27.36,100532.87,275862.06,63.03,67.14,67.55,67.76,440.99,500.69,502.92,503.09,503.15,0.48,
[2026-05-06 16:31:59.955] ,415,28.77,27.2,100533.15,276532.53,36.01,38.37,38.62,38.75,251.93,286.06,287.34,287.44,287.48,0.48,
[2026-05-06 16:32:04.966] ,416,28.81,27.1,100532.67,275194.84,55.48,59.16,59.57,59.78,388.06,440.69,442.71,442.87,442.92,0.48,
[2026-05-06 16:32:09.979] ,415,28.8,27.02,100532.13,279475.97,105.73,112.68,113.41,113.79,739.65,839.86,843.65,843.95,844.05,0.46,
[2026-05-06 16:32:14.995] ,416,28.8,26.92,100532.92,277883.31,115.95,123.55,124.32,124.73,811.21,921.08,925.21,925.53,925.64,0.48,
[2026-05-06 16:32:20.014] ,417,28.78,26.99,100533.62,278336.5,52.04,55.49,55.87,56.07,364.03,413.39,415.28,415.43,415.48,0.48,
[2026-05-06 16:32:25.027] ,419,28.78,27.1,100532.93,279705,39.1,41.67,41.93,42.07,273.53,310.59,311.99,312.1,312.13,0.46,
[2026-05-06 16:32:30.035] ,415,28.77,27.17,100533.12,275862.06,34.28,36.53,36.76,36.89,239.82,272.31,273.53,273.63,273.66,0.47,
[2026-05-06 16:32:35.056] ,415,28.79,27.15,100532.05,277657.28,77.83,82.94,83.47,83.74,544.52,618.28,621.06,621.28,621.35,0.46,
[2026-05-06 16:32:40.066] ,416,28.82,27.04,100533.43,276532.53,36.57,38.94,39.17,39.29,255.87,290.49,291.78,291.88,291.91,0.44,
[2026-05-06 16:32:45.081] ,413,28.82,26.97,100532.09,277206.28,31.13,33.14,33.33,33.42,217.89,247.35,248.44,248.52,248.55,0.44,
[2026-05-06 16:32:50.095] ,410,28.81,26.96,100532.71,279475.97,30.54,32.5,32.66,32.75,213.8,242.68,243.72,243.8,243.83,0.44,
[2026-05-06 16:32:55.106] ,409,28.78,27.02,100533.27,279705,95.65,101.7,102.16,102.4,669.74,760.08,763.29,763.52,763.61,0.46,
[2026-05-06 16:33:00.114] ,411,28.79,27.21,100533.17,278563.66,119.28,126.77,127.29,127.56,835.35,947.93,951.88,952.17,952.27,0.46,
[2026-05-06 16:33:05.131] ,412,28.77,27.29,100532.47,277206.28,118.69,126.14,126.66,126.93,831.18,943.21,947.14,947.42,947.52,0.46,
[2026-05-06 16:33:10.150] ,410,28.8,27.19,100533.42,277431.59,107.19,113.7,113.99,114.14,751.17,852.04,855.4,855.62,855.71,0.43,
[2026-05-06 16:33:15.162] ,407,28.82,27.06,100533.31,276756.75,96.82,102.6,102.77,102.86,678.77,769.75,772.69,772.87,772.95,0.46,
[2026-05-06 16:33:20.177] ,408,28.77,27.08,100531.75,280394.31,100.96,107.05,107.28,107.4,707.67,802.62,805.73,805.94,806.02,0.47,
[2026-05-06 16:33:25.194] ,409,28.76,27.13,100533.27,276085.19,74.54,79.09,79.3,79.41,522.36,592.54,594.89,595.04,595.1,0.47,
[2026-05-06 16:33:30.206] ,410,28.79,27.22,100532.8,276756.75,65.77,69.84,70.07,70.2,460.73,522.73,524.85,525,525.05,0.47,
[2026-05-06 16:33:35.219] ,410,28.79,27.29,100533.68,278336.5,66.86,71.05,71.34,71.48,468.28,531.38,533.58,533.74,533.8,0.48,
[2026-05-06 16:33:40.228] ,409,28.79,27.3,100534.28,280855.72,64.91,69.02,69.33,69.49,454.47,515.78,517.96,518.12,518.18,0.48,
[2026-05-06 16:33:45.250] ,409,28.78,27.31,100533.51,278791.19,64.96,69.12,69.48,69.67,454.69,516.12,518.35,518.52,518.58,0.48,
[2026-05-06 16:33:50.264] ,412,28.77,27.33,100534.48,278109.72,68.37,72.71,73.05,73.23,478.66,543.25,545.56,545.73,545.79,0.45,
[2026-05-06 16:33:55.271] ,413,28.77,27.34,100533.55,277657.28,64.89,68.88,69.09,69.21,454.63,515.76,517.84,517.98,518.03,0.44,
[2026-05-06 16:34:00.288] ,413,28.72,27.3,100535.26,279705,62.11,65.89,66.06,66.15,435.24,493.7,495.65,495.78,495.83,0.45,
[2026-05-06 16:34:05.301] ,412,28.72,27.24,100534.6,278563.66,58.34,61.87,62.01,62.08,408.89,463.77,465.58,465.7,465.74,0.46,
[2026-05-06 16:34:10.312] ,412,28.7,27.26,100532.71,279247.34,61.49,65.25,65.43,65.53,430.89,488.8,490.74,490.87,490.92,0.47,
[2026-05-06 16:34:15.330] ,412,28.72,27.32,100532.91,279475.97,71.12,75.46,75.67,75.79,498.32,565.28,567.53,567.68,567.74,0.46,
[2026-05-06 16:34:20.345] ,412,28.73,27.37,100534.3,280624.84,74.06,78.61,78.85,78.98,518.88,588.64,591.01,591.17,591.23,0.48,
[2026-05-06 16:34:25.355] ,412,28.75,27.42,100533.2,277657.28,74.18,78.82,79.13,79.3,519.48,589.48,591.92,592.1,592.16,0.48,
[2026-05-06 16:34:30.370] ,413,28.74,27.39,100533.77,278563.66,74.27,78.96,79.31,79.5,520.02,590.16,592.65,592.84,592.9,0.48,
[2026-05-06 16:34:35.385] ,413,28.71,27.42,100532.2,282015.97,73.79,78.57,79.02,79.26,516.37,586.22,588.8,589,589.06,0.49,
[2026-05-06 16:34:40.398] ,411,28.64,27.45,100533.33,280164.16,71.96,76.68,77.17,77.42,503.49,571.68,574.25,574.45,574.51,0.47,
[2026-05-06 16:34:45.413] ,412,28.67,27.53,100533.27,281783.16,69.42,73.99,74.48,74.73,485.65,551.46,553.96,554.15,554.21,0.48,
[2026-05-06 16:34:50.434] ,412,28.67,27.5,100534.38,281087.03,66.28,70.66,71.13,71.37,463.66,526.51,528.9,529.09,529.15,0.48,
[2026-05-06 16:34:55.446] ,410,28.67,27.42,100534,282716.72,63.83,68,68.42,68.64,446.58,507.05,509.32,509.49,509.55,0.46,
[2026-05-06 16:35:00.454] ,412,28.66,27.39,100536.17,282015.97,61.71,65.72,66.1,66.3,431.84,490.27,492.44,492.6,492.66,0.48,
[2026-05-06 16:35:05.469] ,413,28.67,27.39,100534.19,281087.03,59.95,63.78,64.11,64.28,419.62,476.31,478.36,478.51,478.57,0.46,
[2026-05-06 16:35:10.485] ,412,28.68,27.41,100533.66,283185.84,58.31,62,62.29,62.43,408.25,463.33,465.29,465.44,465.49,0.46,
[2026-05-06 16:35:15.495] ,414,28.68,27.48,100533.1,283185.84,58.38,62.09,62.37,62.52,408.75,463.9,465.87,466.02,466.07,0.47,
[2026-05-06 16:35:20.514] ,413,28.67,27.58,100534.57,281550.72,58.48,62.26,62.6,62.77,409.33,464.66,466.69,466.85,466.9,0.49,
[2026-05-06 16:35:25.530] ,414,28.66,27.64,100534.32,281318.69,59.29,63.24,63.69,63.92,414.68,470.94,473.11,473.29,473.34,0.51,
[2026-05-06 16:35:30.535] ,413,28.68,27.7,100532.87,280624.84,60.6,64.84,65.46,65.78,423.34,481.12,483.51,483.72,483.78,0.5,
[2026-05-06 16:35:35.550] ,411,28.68,27.76,100534.8,279934.38,61.51,65.81,66.44,66.77,429.69,488.33,490.76,490.97,491.03,0.48,
[2026-05-06 16:35:40.565] ,412,28.7,27.82,100533.11,281087.03,66.12,70.66,71.27,71.59,462.12,525.05,527.59,527.8,527.86,0.47,
[2026-05-06 16:35:45.576] ,415,28.67,27.85,100533.7,279934.38,69.13,73.79,74.35,74.65,483.37,549.04,551.62,551.83,551.89,0.47,
[2026-05-06 16:35:50.597] ,415,28.64,28.09,100534.2,276756.75,69.38,74.01,74.54,74.81,485.23,551.08,553.62,553.82,553.89,0.47,
[2026-05-06 16:35:55.607] ,416,28.63,28.23,100534.7,277431.59,68.85,73.38,73.86,74.1,481.67,546.93,549.4,549.59,549.66,0.47,
[2026-05-06 16:36:00.626] ,417,28.56,28.28,100536.31,278336.5,69.18,73.66,74.09,74.31,484.1,549.59,552.01,552.2,552.26,0.44,
[2026-05-06 16:36:05.639] ,418,28.61,28.28,100534.91,277883.31,68.67,72.86,73.06,73.16,481.16,545.8,547.97,548.12,548.17,0.44,
[2026-05-06 16:36:10.645] ,418,28.68,28.23,100532.16,276532.53,67.78,71.87,72.04,72.13,475.01,538.77,540.87,541.01,541.07,0.45,
[2026-05-06 16:36:15.667] ,419,28.7,28.2,100532.14,276981.34,66.81,70.74,70.82,70.86,468.47,531.18,533.16,533.28,533.33,0.43,
[2026-05-06 16:36:20.675] ,422,28.68,28.21,100531.81,276981.34,66.51,70.4,70.45,70.48,466.5,528.89,530.83,530.95,531,0.44,
[2026-05-06 16:36:25.695] ,424,28.66,28.2,100535.3,280164.16,65.84,69.69,69.75,69.77,461.74,523.51,525.43,525.55,525.6,0.45,
[2026-05-06 16:36:30.705] ,427,28.66,28.21,100533.81,278791.19,65.91,69.8,69.88,69.93,462.14,524.02,525.98,526.1,526.15,0.46,
[2026-05-06 16:36:35.724] ,427,28.68,28.2,100533.48,279019.06,66.9,70.9,71.04,71.11,468.94,531.82,533.86,533.99,534.05,0.46,
[2026-05-06 16:36:40.735] ,428,28.68,28.2,100531.92,279475.97,66.96,71,71.17,71.25,469.28,532.26,534.34,534.48,534.53,0.46,
[2026-05-06 16:36:45.747] ,428,28.7,28.2,100531.33,277883.31,67.05,71.1,71.25,71.34,469.95,533.01,535.08,535.22,535.27,0.44,
[2026-05-06 16:36:50.765] ,434,28.69,28.18,100531.16,279475.97,67.23,71.28,71.44,71.52,471.23,534.46,536.54,536.67,536.73,0.45,
[2026-05-06 16:36:55.769] ,435,28.64,28.15,100533.54,279247.34,67.15,71.21,71.37,71.46,470.66,533.83,535.91,536.05,536.1,0.46,
[2026-05-06 16:37:00.784] ,437,28.61,28.21,100532.87,277657.28,66.99,71.06,71.24,71.34,469.48,532.53,534.62,534.76,534.82,0.47,
[2026-05-06 16:37:05.804] ,440,28.63,28.18,100532.66,279019.06,66.61,70.73,70.97,71.09,466.61,529.39,531.54,531.69,531.75,0.47,
[2026-05-06 16:37:10.815] ,439,28.67,28.15,100531.64,278791.19,66.09,70.16,70.39,70.51,463.04,525.31,527.43,527.58,527.63,0.45,
[2026-05-06 16:37:15.826] ,441,28.7,28.06,100530.91,276756.75,65.84,69.88,70.08,70.19,461.34,523.35,525.44,525.58,525.63,0.46,
[2026-05-06 16:37:20.835] ,444,28.74,28.06,100531.55,275194.84,65.81,69.83,70.02,70.12,461.18,523.14,525.22,525.36,525.41,0.46,
[2026-05-06 16:37:25.852] ,447,28.73,28.08,100531.93,277206.28,65.67,69.71,69.94,70.06,460.08,521.95,524.06,524.2,524.26,0.47,
[2026-05-06 16:37:30.869] ,447,28.7,28.2,100531.92,277657.28,65.22,69.26,69.51,69.64,456.83,518.33,520.44,520.59,520.64,0.48,
[2026-05-06 16:37:35.878] ,448,28.69,28.3,100532.49,278563.66,64.55,68.58,68.84,68.98,452.12,513.02,515.13,515.28,515.34,0.48,
[2026-05-06 16:37:40.891] ,450,28.67,28.44,100530.86,277883.31,64.74,68.81,69.1,69.25,453.32,514.43,516.59,516.74,516.8,0.47,
[2026-05-06 16:37:45.899] ,451,28.66,28.37,100531.91,275639.31,62.69,66.62,66.89,67.04,439.02,498.18,500.26,500.41,500.46,0.45,
[2026-05-06 16:37:50.915] ,450,28.65,28.18,100530.47,277431.59,60.5,64.29,64.54,64.68,423.75,480.84,482.83,482.97,483.02,0.45,
[2026-05-06 16:37:55.932] ,452,28.6,28.08,100531.89,278791.19,58.57,62.22,62.46,62.58,410.26,465.5,467.42,467.55,467.6,0.46,
[2026-05-06 16:38:00.937] ,453,28.62,28.35,100533.02,277206.28,58.23,61.83,62.04,62.15,407.92,462.81,464.68,464.81,464.86,0.46,
[2026-05-06 16:38:05.956] ,454,28.56,28.58,100533.67,275639.31,59.03,62.68,62.9,63.01,413.51,469.15,471.06,471.19,471.24,0.47,
[2026-05-06 16:38:10.965] ,460,28.51,28.74,100532.58,276981.34,59.09,62.72,62.91,63.01,414,469.66,471.55,471.68,471.73,0.46,
[2026-05-06 16:38:15.982] ,461,28.52,28.77,100533.02,277657.28,59.01,62.6,62.76,62.85,413.56,469.1,470.95,471.08,471.12,0.44,
[2026-05-06 16:38:20.992] ,459,28.53,28.74,100532.88,278563.66,57.78,61.26,61.4,61.47,404.95,459.3,461.08,461.2,461.24,0.45,
[2026-05-06 16:38:26.006] ,462,28.52,28.71,100534.81,279247.34,56.47,59.91,60.07,60.15,395.71,448.87,450.65,450.77,450.81,0.48,
[2026-05-06 16:38:31.023] ,463,28.53,28.66,100534.37,279247.34,55.51,58.97,59.21,59.33,388.75,441.11,442.94,443.07,443.12,0.47,
[2026-05-06 16:38:36.030] ,465,28.57,28.61,100532.17,278336.5,54.62,58.05,58.28,58.4,382.55,434.1,435.9,436.03,436.08,0.47,
[2026-05-06 16:38:41.047] ,467,28.59,28.61,100531.57,278563.66,54.23,57.61,57.84,57.96,379.78,430.94,432.72,432.85,432.89,0.47,
[2026-05-06 16:38:46.065] ,468,28.61,28.74,100532.12,277431.59,54.89,58.37,58.65,58.79,384.28,436.14,437.99,438.13,438.18,0.48,
[2026-05-06 16:38:51.072] ,468,28.64,28.87,100530.36,277431.59,55.62,59.16,59.44,59.58,389.44,442,443.88,444.02,444.07,0.47,
[2026-05-06 16:38:56.091] ,469,28.68,28.99,100529.7,274751.81,56.81,60.44,60.73,60.89,397.69,451.39,453.33,453.47,453.52,0.48,
[2026-05-06 16:39:01.097] ,470,28.72,29.01,100529.79,273212.38,56.94,60.56,60.85,61,398.68,452.48,454.41,454.55,454.6,0.46,
[2026-05-06 16:39:06.118] ,470,28.73,28.9,100530.6,274530.84,57.91,61.57,61.85,61.99,405.45,460.14,462.08,462.22,462.27,0.45,
[2026-05-06 16:39:11.128] ,474,28.74,28.65,100531.29,273431.25,58.45,62.13,62.4,62.54,409.32,464.51,466.45,466.59,466.64,0.44,
[2026-05-06 16:39:16.137] ,476,28.75,28.57,100530.68,276981.34,58.64,62.35,62.63,62.78,410.61,466,467.97,468.11,468.16,0.46,
[2026-05-06 16:39:21.155] ,479,28.76,28.7,100531.41,275194.84,58.35,62.1,62.42,62.59,408.46,463.64,465.64,465.79,465.85,0.47,
[2026-05-06 16:39:26.166] ,483,28.77,29.05,100532.1,272557.91,58.1,61.83,62.16,62.33,406.65,461.61,463.61,463.76,463.81,0.47,
[2026-05-06 16:39:31.179] ,486,28.79,29.27,100532.2,274530.84,58.19,61.94,62.27,62.45,407.28,462.33,464.34,464.5,464.55,0.46,
[2026-05-06 16:39:36.200] ,488,28.77,29.44,100532.23,271906.53,58.4,62.13,62.44,62.6,408.79,463.99,465.99,466.13,466.19,0.47,
