,co2,temp,humidity,pressure,gas_resistance,pm1_0,pm2_5,pm4_0,pm10_0,pnc_0_5,pnc_1_0,pnc_2_5,pnc_4_0,pnc_10_0,tps
[2026-05-11 09:24:45.047] ,602,27.86,31.37,100217.18,161565.16,230.78,389.47,509.65,572.34,1270,1680.83,1818.94,1839.78,1842.79,0.78
[2026-05-11 09:24:50.066] ,600,27.88,31.28,100215.44,168587.42,179.65,301.96,394.5,442.77,991.62,1309.8,1416.2,1432.25,1434.57,0.75
[2026-05-11 09:24:55.082] ,600,27.91,31.12,100216.98,174090.45,270.88,453.33,591.24,663.18,1499.9,1977.01,2135.66,2159.58,2163.04,0.78
[2026-05-11 09:25:00.090] ,601,27.82,31.18,100218.09,177716.08,196.89,325.4,422.24,472.75,1100.09,1441.38,1552.98,1569.79,1572.22,0.78
[2026-05-11 09:25:05.106] ,602,27.83,31.6,100220.29,186861.31,105.64,172.05,221.92,247.93,596.32,776.04,833.62,842.28,843.54,0.79
[2026-05-11 09:25:10.120] ,606,27.87,31.61,100219.2,197378.56,91.71,151.32,196.23,219.66,512.99,671.63,723.39,731.19,732.32,0.81
[2026-05-11 09:25:15.136] ,608,27.88,31.36,100219.5,203497.61,87.13,146.08,190.65,213.91,481.8,635.61,686.88,694.62,695.73,0.8
[2026-05-11 09:25:20.156] ,610,27.89,31.21,100219.71,208596.45,80.82,137.3,180.14,202.48,442.63,587.71,636.9,644.32,645.39,0.8
[2026-05-11 09:25:25.166] ,611,27.91,31.16,100218.24,212757.11,96.37,163.62,214.63,241.23,527.95,700.83,759.39,768.24,769.51,0.79
[2026-05-11 09:25:30.178] ,612,27.93,31.11,100218.24,218476.64,87.08,145.8,190.2,213.36,481.95,635.42,686.5,694.2,695.31,0.77
[2026-05-11 09:25:35.188] ,612,27.94,31,100219.5,223629.61,83.33,137.72,178.71,200.1,465.56,610.01,657.25,664.36,665.39,0.76
[2026-05-11 09:25:40.202] ,615,27.95,30.96,100220.73,226749.33,79.43,129.02,166.23,185.64,449.2,583.88,626.86,633.33,634.27,0.75
[2026-05-11 09:25:45.222] ,621,27.92,31.04,100219.91,229802.52,77.53,125.9,162.2,181.13,438.53,569.94,611.86,618.17,619.09,0.76
[2026-05-11 09:25:50.228] ,652,27.9,31.12,100217.8,237807.7,83.01,136.05,175.94,196.74,466.51,608.87,654.89,661.82,662.82,0.76
[2026-05-11 09:25:55.246] ,653,27.93,31.03,100218.05,243925.67,88.31,145.43,188.45,210.88,494.61,647,696.59,704.06,705.14,0.78
[2026-05-11 09:26:00.254] ,657,27.96,30.93,100217.86,247104.25,91.52,152.9,199.27,223.46,507.4,668.24,721.6,729.65,730.81,0.79
[2026-05-11 09:26:05.276] ,658,27.98,30.8,100218.59,251473.48,114.58,192.64,251.71,282.51,632.34,835.34,903.25,913.49,914.97,0.8
[2026-05-11 09:26:10.286] ,659,27.99,30.69,100218.88,254853.16,101.56,171.39,224.27,251.85,558.93,739.72,800.49,809.66,810.98,0.82
[2026-05-11 09:26:15.306] ,660,27.99,30.61,100219.08,257351.09,99.15,165.88,216.32,242.63,549.1,723.67,781.7,790.45,791.72,0.77
[2026-05-11 09:26:20.314] ,660,27.99,30.54,100215.36,259306.16,107.22,174.71,225.39,251.83,605.04,787.57,846.09,854.89,856.17,0.74
[2026-05-11 09:26:25.332] ,662,28,30.64,100214.42,260493.52,104.08,168.78,217.3,242.61,589.29,765.38,821.44,829.88,831.1,0.77
[2026-05-11 09:26:30.344] ,662,28.01,30.67,100215.1,264121.75,94.43,154.1,198.93,222.31,532.31,693.37,745.12,752.91,754.04,0.78
[2026-05-11 09:26:35.361] ,664,28.01,30.74,100216.87,265353.72,108.29,177.12,228.86,255.84,609.51,794.75,854.45,863.44,864.74,0.75
[2026-05-11 09:26:40.376] ,663,28.03,30.85,100216.73,267432.75,92.07,150.03,193.56,216.27,519.49,676.24,726.5,734.06,735.16,0.77
[2026-05-11 09:26:45.385] ,664,28.04,30.95,100217.38,267432.75,68.97,111.68,143.71,160.41,390.84,507.31,544.33,549.89,550.7,0.74
[2026-05-11 09:26:50.394] ,663,28.04,30.99,100216.05,270398.72,60.08,97.13,124.89,139.37,340.83,442.08,474.17,479,479.7,0.75
[2026-05-11 09:26:55.416] ,661,28.07,30.99,100217.91,272123.31,58.15,93.77,120.44,134.35,330.47,428.14,458.99,463.63,464.3,0.74
[2026-05-11 09:27:00.430] ,661,28.07,30.99,100218.79,271906.53,55.12,88.28,113.07,126,314.73,406.51,435.21,439.52,440.15,0.73
[2026-05-11 09:27:05.438] ,662,28.09,30.97,100220.58,273870.03,51.98,84.07,108.11,120.66,294.87,382.51,410.31,414.48,415.09,0.77
[2026-05-11 09:27:10.451] ,663,28.08,30.93,100220.1,276308.69,50.62,83.08,107.5,120.24,284.21,371.18,399.35,403.59,404.21,0.79
[2026-05-11 09:27:15.464] ,663,28.09,30.9,100216.98,277206.28,48.8,81.19,105.65,118.4,271.32,356.63,384.79,389.03,389.65,0.78
[2026-05-11 09:27:20.476] ,663,28.09,30.88,100219,278563.66,46.22,77.1,100.43,112.59,256.52,337.6,364.44,368.49,369.07,0.78
[2026-05-11 09:27:25.494] ,662,28.1,30.86,100216.66,279705,43.22,72.31,94.31,105.78,239.36,315.46,340.76,344.58,345.13,0.77
[2026-05-11 09:27:30.506] ,659,28.1,30.82,100218.09,281087.03,40.73,67.63,87.93,98.51,226.84,297.86,321.23,324.76,325.27,0.76
[2026-05-11 09:27:35.518] ,658,28.1,30.77,100219.09,283656.5,37.79,61.81,79.87,89.29,212.65,277.29,298.13,301.27,301.72,0.75
[2026-05-11 09:27:40.535] ,655,28.08,30.5,100217.67,285794.03,36.56,58.62,75.11,83.71,208.64,269.6,288.69,291.55,291.97,0.73
[2026-05-11 09:27:45.547] ,654,28.06,30.33,100217.7,286754.41,123.25,192.92,244.64,271.62,714.5,913.72,973.83,982.84,984.15,0.73
[2026-05-11 09:27:50.561] ,651,28.03,30.03,100220.04,290661.38,60.53,93.36,117.62,130.27,354.21,450.2,478.47,482.7,483.31,0.71
[2026-05-11 09:27:55.583] ,650,28.01,29.88,100218.75,292655.03,59.12,90.94,114.43,126.68,346.54,439.96,467.35,471.45,472.04,0.73
[2026-05-11 09:28:00.590] ,652,28,29.91,100217.05,293915.03,52.65,81.01,101.94,112.86,308.58,391.8,416.21,419.86,420.4,0.72
[2026-05-11 09:28:05.605] ,650,28,29.98,100217.28,293409.75,50.33,77.54,97.63,108.11,294.75,374.44,397.87,401.37,401.88,0.72
[2026-05-11 09:28:10.625] ,646,28,30.11,100219.18,294168.34,49,75.29,94.68,104.79,287.48,364.79,387.41,390.79,391.29,0.72
[2026-05-11 09:28:15.633] ,643,27.99,30.24,100223.08,294168.34,53.78,81.91,102.61,113.41,317.16,401.06,425.25,428.86,429.39,0.74
[2026-05-11 09:28:20.646] ,639,27.97,30.28,100222.73,294422.09,62.23,95.13,119.36,132,366.24,463.78,492.07,496.3,496.91,0.74
[2026-05-11 09:28:25.666] ,637,27.98,30.43,100215.26,290661.38,43.85,67.42,84.82,93.9,257.11,326.37,346.66,349.69,350.13,0.75
[2026-05-11 09:28:30.676] ,636,27.98,30.52,100216.08,293157.75,34.46,53.73,68.02,75.47,200.24,255.66,272.28,274.77,275.14,0.76
[2026-05-11 09:28:35.693] ,635,27.96,30.41,100213.16,291904.22,34.84,54.87,69.77,77.54,201.13,257.9,275.2,277.79,278.17,0.75
[2026-05-11 09:28:40.708] ,635,27.96,30.67,100217.02,289429.06,40.31,63.38,80.54,89.48,233.01,298.55,318.47,321.46,321.89,0.73
[2026-05-11 09:28:45.722] ,633,27.97,30.86,100218.15,289183.84,42.37,65.86,83.27,92.34,246.71,314.58,334.84,337.87,338.31,0.71
[2026-05-11 09:28:50.736] ,632,27.99,30.97,100217.57,290167.19,47.32,72.45,90.97,100.62,278.2,352.52,374.13,377.36,377.84,0.71
[2026-05-11 09:28:55.747] ,629,28,30.83,100215.97,296983.75,49.36,74.99,93.83,103.66,291.62,368.37,390.39,393.68,394.16,0.71
[2026-05-11 09:29:00.759] ,630,28,30.4,100218.36,299065.41,44.26,68.16,85.81,95.01,259.27,329.32,349.89,352.97,353.42,0.75
[2026-05-11 09:29:05.776] ,630,27.99,30.09,100218.16,301442.44,32.28,50.23,63.54,70.48,187.83,239.62,255.1,257.42,257.75,0.76
[2026-05-11 09:29:10.787] ,630,27.97,29.96,100218.48,300910.97,27.64,43.2,54.75,60.78,160.34,204.93,218.36,220.37,220.66,0.76
[2026-05-11 09:29:15.796] ,627,27.96,30.24,100219.07,294676.25,30.26,48.29,61.75,68.77,173.17,223.32,238.91,241.26,241.6,0.8
[2026-05-11 09:29:20.812] ,624,27.97,30.63,100222.04,290661.38,30.03,48.81,62.9,70.25,169.76,220.71,236.99,239.44,239.79,0.8
[2026-05-11 09:29:25.827] ,623,27.97,30.87,100220.25,291405.81,47.76,77.59,99.97,111.64,270.05,351.04,376.89,380.78,381.35,0.76
[2026-05-11 09:29:30.837] ,622,27.96,30.89,100212.92,296467.88,35.04,56.19,72,80.24,199.94,258.37,276.67,279.42,279.82,0.77
[2026-05-11 09:29:35.855] ,620,27.96,30.46,100214.91,301442.44,35.34,56.72,72.71,81.05,201.47,260.47,278.98,281.76,282.16,0.78
[2026-05-11 09:29:40.865] ,619,27.95,30.18,100214.94,300910.97,24.75,39.81,51.09,56.98,140.85,182.29,195.34,197.3,197.59,0.77
[2026-05-11 09:29:45.881] ,619,27.97,30.14,100216.25,297760.97,20.96,33.49,42.85,47.73,119.84,154.63,165.47,167.09,167.33,0.76
[2026-05-11 09:29:50.888] ,619,27.98,30.27,100218.94,298281.38,19.08,30.64,39.29,43.79,108.77,140.65,150.66,152.16,152.38,0.77
[2026-05-11 09:29:55.906] ,619,27.98,30.12,100218.64,303317.53,17.53,28.47,36.68,40.96,99.13,128.85,138.33,139.75,139.96,0.78
[2026-05-11 09:30:00.920] ,618,27.96,29.9,100221.58,303587.31,17.62,28.7,37.03,41.37,99.41,129.39,139.01,140.45,140.66,0.78
[2026-05-11 09:30:05.926] ,619,27.95,30.07,100220.55,298542.28,19.51,31.95,41.31,46.19,109.69,143.12,153.92,155.54,155.78,0.78
[2026-05-11 09:30:10.946] ,617,27.94,30.22,100220.09,301708.91,27.48,44.76,57.74,64.51,155.08,201.84,216.83,219.08,219.41,0.77
[2026-05-11 09:30:15.955] ,618,27.95,30.07,100221.47,301975.81,24.91,40.51,52.22,58.33,140.74,183.04,196.57,198.6,198.9,0.78
[2026-05-11 09:30:20.966] ,616,27.96,30.35,100225.55,293662.19,23.51,37.93,48.73,54.37,133.57,173.08,185.58,187.45,187.73,0.75
[2026-05-11 09:30:25.982] ,617,27.95,30.83,100222.9,289674.69,22.24,35.29,45.02,50.1,127.8,164.39,175.67,177.36,177.61,0.73
[2026-05-11 09:30:30.999] ,617,27.97,30.94,100218.37,296983.75,20.72,32.74,41.69,46.35,119.35,153.25,163.64,165.19,165.42,0.73
[2026-05-11 09:30:36.011] ,616,27.98,30.58,100219.87,303048.25,19.85,30.84,38.98,43.22,115.62,147.39,156.86,158.28,158.49,0.71
[2026-05-11 09:30:41.027] ,615,27.98,30.07,100219.02,309365.56,18.76,28.85,36.29,40.18,110,139.64,148.32,149.62,149.81,0.71
[2026-05-11 09:30:46.041] ,616,27.96,29.74,100221.52,310773.91,18.12,27.6,34.57,38.2,106.88,135.14,143.29,144.5,144.68,0.71
[2026-05-11 09:30:51.051] ,616,27.94,29.67,100221.55,307969.94,19.34,29.12,36.29,40.03,114.86,144.58,152.98,154.23,154.41,0.71
[2026-05-11 09:30:56.070] ,617,27.94,29.94,100222.23,302779.41,21.76,32.48,40.3,44.38,129.93,162.99,172.17,173.54,173.74,0.7
[2026-05-11 09:31:01.079] ,615,27.94,30.27,100217.66,302511.09,39.4,58.57,72.54,79.83,235.83,295.37,311.78,314.23,314.59,0.73
[2026-05-11 09:31:06.097] ,615,27.93,30.18,100221.5,303857.56,47.3,71.21,88.72,97.86,280.97,353.64,374.16,377.21,377.66,0.75
[2026-05-11 09:31:11.107] ,614,27.91,30.2,100226.63,302511.09,40.67,61.79,77.32,85.42,240.22,303.47,321.62,324.33,324.72,0.74
[2026-05-11 09:31:16.127] ,612,27.93,30.37,100218.92,300381.34,41.93,64.15,80.51,89.05,246.67,312.46,331.57,334.42,334.84,0.75
[2026-05-11 09:31:21.139] ,612,27.95,30.56,100216.77,300381.34,29.66,46.32,58.68,65.12,172.18,219.98,234.35,236.5,236.82,0.78
[2026-05-11 09:31:26.154] ,611,27.95,30.56,100217.95,301442.44,23.96,38.01,48.49,53.95,137.65,177.06,189.2,191.03,191.29,0.77
[2026-05-11 09:31:31.170] ,609,27.93,30.53,100218.4,302243.22,21.86,34.69,44.26,49.24,125.58,161.55,172.64,174.31,174.55,0.75
[2026-05-11 09:31:36.180] ,610,27.91,30.6,100219.81,299327.69,21.26,33.59,42.77,47.56,122.5,157.29,167.94,169.54,169.77,0.76
[2026-05-11 09:31:41.192] ,609,27.9,30.63,100217.7,303048.25,21.81,34.22,43.44,48.24,126.23,161.59,172.3,173.91,174.14,0.73
[2026-05-11 09:31:46.206] ,607,27.93,30.59,100217.09,299327.69,22.7,35.07,44.22,48.99,132.71,168.79,179.45,181.04,181.27,0.73
[2026-05-11 09:31:51.223] ,607,27.94,30.76,100221.71,299327.69,21.88,33.67,42.37,46.91,128.23,162.82,172.97,174.48,174.71,0.73
[2026-05-11 09:31:56.236] ,607,27.96,30.88,100220.98,299853.59,19.71,30.17,37.88,41.91,115.87,146.82,155.82,157.17,157.36,0.73
[2026-05-11 09:32:01.252] ,605,27.95,30.79,100222.22,302779.41,17.73,27.35,34.47,38.18,103.72,131.85,140.14,141.38,141.56,0.75
[2026-05-11 09:32:07.341] ,605,27.95,30.63,100221.72,303857.56,16.21,25.26,31.97,35.47,94.24,120.29,128.1,129.27,129.44,0.75
[2026-05-11 09:32:11.274] ,603,27.96,30.37,100222.91,305489.25,15.22,23.97,30.48,33.87,87.89,112.68,120.24,121.37,121.54,0.76
[2026-05-11 09:32:16.290] ,604,27.95,30.28,100219.58,304128.31,14.67,23.34,29.82,33.2,84.08,108.31,115.81,116.94,117.1,0.77
[2026-05-11 09:32:21.302] ,603,27.97,30.47,100214.52,299327.69,14.57,23.23,29.7,33.07,83.43,107.55,115.04,116.17,116.33,0.76
[2026-05-11 09:32:26.319] ,603,27.99,30.75,100223.41,297760.97,14.47,22.96,29.3,32.6,83.13,106.94,114.28,115.38,115.54,0.76
[2026-05-11 09:32:31.336] ,602,28.01,30.93,100224.46,296210.59,14.45,22.95,29.28,32.59,82.97,106.77,114.11,115.22,115.38,0.76
[2026-05-11 09:32:36.342] ,603,28.02,31.02,100216.65,295441.44,14.06,22.16,28.19,31.33,81.1,104.04,111.04,112.09,112.24,0.75
[2026-05-11 09:32:41.362] ,602,28.04,31.07,100218.62,294422.09,14.06,22.06,27.99,31.09,81.41,104.21,111.1,112.14,112.29,0.75
[2026-05-11 09:32:46.375] ,602,28.03,31.1,100219.61,293662.19,14.13,22.16,28.13,31.24,81.81,104.71,111.64,112.68,112.83,0.74
[2026-05-11 09:32:51.386] ,603,28.02,30.79,100220.45,302511.09,14.25,22.1,27.91,30.94,83.12,105.88,112.64,113.65,113.8,0.72
[2026-05-11 09:32:56.408] ,602,28.02,30.16,100227.94,307692.31,14.49,22.28,28.02,31.02,84.95,107.84,114.54,115.54,115.69,0.73
[2026-05-11 09:33:01.416] ,602,28.03,29.89,100220.03,302779.41,14.41,21.84,27.3,30.15,85.25,107.59,113.97,114.92,115.06,0.7
[2026-05-11 09:33:06.429] ,601,28.02,29.9,100225.63,304399.53,14.77,21.97,27.23,29.97,88.32,110.67,116.84,117.76,117.89,0.69
[2026-05-11 09:33:11.445] ,601,28.01,29.96,100224.61,300910.97,16.24,24,29.64,32.58,97.56,121.9,128.54,129.53,129.67,0.7
[2026-05-11 09:33:16.469] ,598,28.02,30.2,100217.54,299590.41,17.76,26.07,32.09,35.23,107.14,133.53,140.62,141.68,141.83,0.69
[2026-05-11 09:33:21.475] ,597,28.03,30.52,100220.41,296983.75,19.06,27.78,34.08,37.37,115.43,143.48,150.92,152.02,152.19,0.7
[2026-05-11 09:33:26.505] ,596,28.02,30.68,100224.86,296725.59,20.41,29.92,36.82,40.41,123.16,153.44,161.57,162.77,162.95,0.72
[2026-05-11 09:33:31.512] ,596,28.04,30.82,100223.8,298281.38,19.75,29.46,36.55,40.25,117.99,147.97,156.29,157.53,157.71,0.75
[2026-05-11 09:33:36.526] ,595,28.03,30.37,100221.58,305762.91,19.2,29.01,36.2,39.95,113.78,143.41,151.83,153.09,153.27,0.74
[2026-05-11 09:33:41.539] ,593,28.03,30.02,100221.34,306037.06,19.15,29.19,36.57,40.42,112.92,142.82,151.45,152.74,152.93,0.74
[2026-05-11 09:33:46.561] ,591,28.03,30.02,100221.01,306862.44,18.44,28.16,35.32,39.06,108.54,137.41,145.77,147.02,147.2,0.73
[2026-05-11 09:33:51.565] ,593,28.05,29.84,100222.99,302511.09,18.93,28.57,35.64,39.33,112.3,141.48,149.75,150.99,151.17,0.72
[2026-05-11 09:33:56.582] ,593,28.05,30.17,100219.15,297760.97,18.96,28.61,35.69,39.38,112.48,141.71,149.99,151.23,151.41,0.73
[2026-05-11 09:34:01.602] ,593,28.07,30.35,100221.6,300117.22,18.32,27.73,34.64,38.25,108.43,136.78,144.87,146.07,146.25,0.72
[2026-05-11 09:34:06.617] ,592,28.05,30.63,100219.09,296210.59,17.53,26.4,32.9,36.3,104.11,131.06,138.67,139.81,139.98,0.71
[2026-05-11 09:34:11.626] ,591,28.08,30.82,100225.03,298281.38,17.17,25.82,32.16,35.47,102.04,128.39,135.81,136.92,137.08,0.72
[2026-05-11 09:34:16.641] ,587,28.06,30.68,100226.62,300381.34,16.82,25.51,31.89,35.22,99.5,125.6,133.06,134.17,134.33,0.74
[2026-05-11 09:34:21.660] ,589,28.06,30.68,100220.15,299590.41,17.34,26.35,32.98,36.43,102.4,129.37,137.11,138.27,138.44,0.73
[2026-05-11 09:34:26.674] ,589,28.06,30.76,100220.45,297760.97,16.65,25.43,31.89,35.27,98.04,124.11,131.66,132.78,132.95,0.75
[2026-05-11 09:34:31.686] ,588,28.06,30.85,100218.72,296983.75,15.67,24.05,30.23,33.45,92,116.68,123.89,124.97,125.13,0.76
[2026-05-11 09:34:36.703] ,586,28.04,30.98,100212.62,295953.75,15.48,24.06,30.42,33.73,90.16,114.95,122.35,123.46,123.62,0.77
[2026-05-11 09:34:41.716] ,587,27.97,31.11,100222.24,258324.92,998.38,1970.95,2727.27,3121.76,4807.76,6967.94,7824.21,7954.62,7973.22,1.36
[2026-05-11 09:34:46.736] ,588,27.84,31.33,100226.59,206576.56,968.33,2629.62,3956.52,4648.63,2939.68,5995.86,7475.94,7703.44,7735.5,1.26
[2026-05-11 09:34:51.749] ,587,27.7,31.6,100224.06,184040.27,1358.72,4349.99,6757.44,8013.16,2540.18,7712.14,10386.24,10798.36,10856.23,1.21
[2026-05-11 09:34:56.766] ,586,27.77,31.82,100219.41,196356.66,405.3,1383.9,2173.37,2585.16,550.49,2208.8,3084.57,3219.65,3238.59,1.23
[2026-05-11 09:35:01.783] ,586,27.71,31.93,100222.59,195121.95,584.7,2149.14,3414.23,4074.1,427.78,3024.48,4426.02,4642.37,4672.68,1.19
[2026-05-11 09:35:06.792] ,588,27.64,32.01,100218.27,195233.56,393.77,1564.51,2513.3,3008.19,6.9,1912.46,2962.33,3124.51,3147.22,1.24
[2026-05-11 09:35:11.809] ,589,27.72,32.01,100221.62,203497.61,192.65,778.62,1253.72,1501.54,0,921.63,1447.21,1528.42,1539.78,1.24
[2026-05-11 09:35:16.826] ,587,27.78,31.95,100220.1,210656.25,231.68,919.23,1476.43,1767.06,7.07,1126.55,1743.11,1838.35,1851.69,1.2
[2026-05-11 09:35:21.838] ,587,27.8,31.84,100219.95,216261.88,168.52,656.07,1050.98,1256.96,35.34,832.81,1269.92,1337.43,1346.88,1.23
[2026-05-11 09:35:26.855] ,588,27.83,31.62,100225.12,225998.67,131.39,505.69,808.78,966.86,41.53,655.49,991.02,1042.84,1050.1,1.16
[2026-05-11 09:35:31.876] ,587,27.84,31.19,100224.95,235836.02,86.09,323.86,516.27,616.63,45.12,437.39,650.47,683.37,687.98,1.15
[2026-05-11 09:35:36.882] ,588,27.86,31.14,100223.62,244976.08,62.49,227.06,360.1,429.49,52.03,326.03,473.44,496.19,499.38,1.13
[2026-05-11 09:35:41.899] ,588,27.89,31.04,100225.38,250550.53,37.11,129.97,204.95,244.06,42.61,198.81,281.95,294.77,296.57,1.12
[2026-05-11 09:35:46.918] ,587,27.91,30.91,100217.22,260891.72,40.78,140.95,221.8,263.97,51.32,220.46,310.12,323.95,325.89,1.13
[2026-05-11 09:35:51.936] ,587,27.91,30.75,100228.66,263713.62,45.78,157.61,247.85,294.92,59.08,248.12,348.21,363.65,365.82,1.14
[2026-05-11 09:35:56.947] ,584,27.9,30.84,100216.48,264326.28,65.78,225.31,354.03,421.17,87.62,357.72,500.49,522.52,525.61,1.13
[2026-05-11 09:36:01.964] ,582,27.9,31,100226.8,273431.25,59.94,202.04,316.62,376.39,87.73,329.46,456.6,476.21,478.96,1.1
[2026-05-11 09:36:06.973] ,584,27.88,31.03,100229.22,278563.66,54.97,178.87,278.65,330.69,95.87,308.97,419.76,436.84,439.24,1.1
[2026-05-11 09:36:11.985] ,586,27.89,31.12,100226.05,283656.5,44.77,142.09,220.38,261.22,86.72,255.47,342.45,355.86,357.74,1.08
[2026-05-11 09:36:16.996] ,586,27.92,31.09,100226.69,287721.28,33.66,103.57,159.76,189.06,72.97,195.49,257.95,267.57,268.92,1.06
[2026-05-11 09:36:22.016] ,586,27.91,30.99,100223.67,291405.81,31.31,92.56,141.69,167.31,77.01,185.91,240.58,248.99,250.18,1.05
[2026-05-11 09:36:27.023] ,587,27.94,31.04,100218.73,294676.25,30.22,88.07,134.44,158.63,77.33,180.74,232.37,240.31,241.43,1.05
[2026-05-11 09:36:32.040] ,587,27.97,31.04,100221.09,297760.97,30.11,85.79,130.38,153.64,81.73,182.14,231.81,239.45,240.53,1.02
[2026-05-11 09:36:37.055] ,586,27.98,30.96,100219.25,299853.59,29.89,82.61,124.76,146.74,87.26,183.52,230.51,237.74,238.76,1.01
[2026-05-11 09:36:42.066] ,585,28,30.94,100215.94,301176.47,28.93,79.31,119.57,140.57,86.05,178.36,223.25,230.15,231.13,1.04
[2026-05-11 09:36:47.082] ,587,28,30.97,100223.35,301975.81,28.38,78.25,118.12,138.91,83.31,174.47,218.91,225.75,226.71,1.06
[2026-05-11 09:36:52.100] ,587,27.99,30.97,100220.36,305216.09,27.82,78.47,119,140.14,77.48,169.19,214.35,221.29,222.27,1.08
[2026-05-11 09:36:57.113] ,585,28,30.97,100219.9,308248.03,26.98,76.87,116.83,137.66,73.25,163.23,207.73,214.58,215.54,1.08
[2026-05-11 09:37:02.120] ,584,28.02,30.96,100227.68,311057.09,27.03,78.9,120.48,142.17,68.85,161.51,207.8,214.93,215.93,1.1
[2026-05-11 09:37:07.141] ,585,28.01,30.91,100221.64,315368.03,26.48,78.85,120.87,142.79,63.71,156.57,203.33,210.52,211.54,1.11
[2026-05-11 09:37:12.152] ,587,28.02,30.89,100223.91,316831.69,25.07,75.94,116.78,138.09,57.24,146.88,192.31,199.31,200.29,1.11
[2026-05-11 09:37:17.166] ,587,28.05,30.84,100229.35,317716.41,24.59,73.84,113.37,133.99,57.71,144.78,188.75,195.52,196.47,1.08
[2026-05-11 09:37:22.180] ,587,28.07,30.81,100226.27,318606.09,24.52,71.37,108.93,128.51,62.92,146.71,188.52,194.95,195.86,1.04
[2026-05-11 09:37:27.194] ,587,28.09,30.79,100225.66,320100.03,24.65,68.37,103.33,121.56,71.43,151.14,190.11,196.1,196.94,0.98
[2026-05-11 09:37:32.206] ,587,28.08,30.77,100224.25,321003.12,24.82,65.98,98.83,115.96,78.71,155.15,191.81,197.44,198.23,0.99
[2026-05-11 09:37:37.226] ,587,28.09,30.75,100224.18,322824.72,24.66,64.01,95.35,111.7,81.96,155.83,190.84,196.22,196.98,0.99
