,co2,temp,humidity,pressure,gas_resistance,pm1_0,pm2_5,pm4_0,pm10_0,pnc_0_5,pnc_1_0,pnc_2_5,pnc_4_0,pnc_10_0,tps
[2026-05-11 09:37:42.241] ,587,28.09,30.75,100225.98,324976.19,24.93,63.8,94.73,110.87,85.08,158.53,193.11,198.41,199.16,1
[2026-05-11 09:37:47.254] ,587,28.09,30.46,100227.64,331928.69,25.05,63.36,93.83,109.72,87.24,160.05,194.12,199.34,200.08,0.98
[2026-05-11 09:37:52.264] ,585,28.08,30.19,100231.29,334203.66,24.73,61.33,90.4,105.57,89.07,159.33,191.85,196.84,197.55,0.96
[2026-05-11 09:37:57.277] ,585,28.06,30.03,100225.22,336178.59,24.15,58.63,85.98,100.25,89.99,156.91,187.54,192.23,192.9,0.97
[2026-05-11 09:38:02.290] ,586,28.05,30.06,100228.91,337842.28,23.44,56.6,82.9,96.61,88.1,152.65,182.09,186.61,187.25,0.96
[2026-05-11 09:38:07.308] ,584,28.05,30.15,100227.6,338848.44,23.28,55.66,81.32,94.7,88.79,152.15,180.9,185.31,185.93,0.96
[2026-05-11 09:38:12.323] ,584,28.05,30.18,100227.66,340538.75,22.81,54.03,78.76,91.65,88.22,149.62,177.33,181.58,182.18,0.94
[2026-05-11 09:38:17.336] ,583,28.02,30.02,100230.49,342246,21.81,50.87,73.85,85.83,86.31,143.96,169.73,173.68,174.24,0.94
[2026-05-11 09:38:22.346] ,581,28.02,30.13,100228.41,342246,20.83,47.96,69.4,80.58,83.87,138.09,162.15,165.83,166.36,0.92
[2026-05-11 09:38:27.364] ,581,28.03,30.4,100224.15,340538.75,19.88,45.44,65.62,76.14,80.84,132.15,154.8,158.27,158.76,0.94
[2026-05-11 09:38:32.378] ,581,28.04,30.53,100221.79,343278.59,19.34,44.38,64.15,74.47,78.28,128.42,150.61,154.01,154.49,0.93
[2026-05-11 09:38:37.395] ,583,28.05,30.52,100223.77,345712.34,18.88,43.06,62.15,72.11,77.01,125.61,147.05,150.33,150.79,0.93
[2026-05-11 09:38:42.406] ,582,28.06,30.33,100222.84,347826.09,18.79,42.4,61.03,70.75,77.7,125.47,146.39,149.59,150.05,0.92
[2026-05-11 09:38:47.414] ,583,28.06,30.3,100223.91,345013.47,18.25,40.79,58.55,67.81,76.42,122.28,142.25,145.3,145.73,0.9
[2026-05-11 09:38:52.426] ,580,28.07,30.48,100228.25,342933.69,17.28,38.12,54.51,63.06,73.65,116.39,134.83,137.65,138.05,0.9
[2026-05-11 09:38:57.445] ,583,27.85,30.57,100227.32,347472,16.58,36.1,51.45,59.46,71.72,112.11,129.38,132.02,132.39,0.9
[2026-05-11 09:39:02.457] ,582,27.55,30.8,100225.05,348536.41,16.09,35.04,49.93,57.7,69.61,108.81,125.57,128.13,128.5,0.93
[2026-05-11 09:39:07.471] ,581,27.39,30.99,100223.27,356173.91,15.08,33.5,48,55.57,63.69,101.31,117.61,120.1,120.46,0.96
[2026-05-11 09:39:12.486] ,583,27.15,31.29,100229.5,361454.28,14.58,32.97,47.47,55.03,60.18,97.32,113.61,116.1,116.45,0.96
[2026-05-11 09:39:17.498] ,584,27.3,31.46,100232.29,359929.69,14.7,33.63,48.57,56.37,59.71,97.68,114.46,117.02,117.39,0.95
[2026-05-11 09:39:22.511] ,583,27.39,31.62,100223.49,359929.69,14.5,33.25,48.07,55.79,58.7,96.27,112.9,115.44,115.81,0.94
[2026-05-11 09:39:27.525] ,585,27.42,31.61,100223.73,362991.84,14.24,32.66,47.2,54.79,57.67,94.57,110.89,113.39,113.75,0.94
[2026-05-11 09:39:32.543] ,586,27.45,31.53,100229.72,361454.28,13.9,31.85,46.02,53.41,56.37,92.34,108.25,110.69,111.03,0.94
[2026-05-11 09:39:37.548] ,587,27.43,31.57,100231.56,361454.28,13.64,31.5,45.6,52.96,54.76,90.39,106.22,108.64,108.98,0.94
[2026-05-11 09:39:42.567] ,587,27.46,31.63,100231.58,362991.84,13.72,31.82,46.13,53.6,54.68,90.71,106.76,109.22,109.57,0.94
[2026-05-11 09:39:47.579] ,586,27.4,31.46,100227.45,367684.03,13.61,31.26,45.2,52.47,54.98,90.31,105.96,108.35,108.69,0.94
[2026-05-11 09:39:52.591] ,589,27.41,31.39,100230.17,375229.03,13.5,30.21,43.39,50.26,56.44,90.41,105.22,107.48,107.8,0.9
[2026-05-11 09:39:57.612] ,589,27.45,31.4,100229.8,367684.03,13.48,29.35,41.82,48.32,58.35,91.18,105.21,107.36,107.66,0.9
[2026-05-11 09:40:02.631] ,589,27.5,31.44,100235.29,366106.53,13.43,28.84,40.93,47.24,59.12,91.29,104.91,106.99,107.28,0.91
[2026-05-11 09:40:07.627] ,589,27.41,31.11,100232.23,389353.62,13.15,27.99,39.63,45.7,58.47,89.64,102.75,104.75,105.04,0.92
[2026-05-11 09:40:12.640] ,589,27.29,30.88,100237.42,390467.12,13.04,27.71,39.2,45.2,58.12,88.96,101.92,103.9,104.18,0.92
[2026-05-11 09:40:17.661] ,587,27.18,30.9,100242.01,391811.75,12.83,27.27,38.58,44.49,57.17,87.53,100.28,102.23,102.5,0.92
[2026-05-11 09:40:22.682] ,587,27.14,31.04,100234.66,388910,12.63,27.1,38.46,44.39,55.6,85.84,98.63,100.59,100.86,0.95
[2026-05-11 09:40:27.693] ,587,27.17,31.26,100238.54,386706.94,12.33,26.68,37.95,43.83,53.76,83.56,96.25,98.19,98.47,0.93
[2026-05-11 09:40:32.703] ,586,27.13,31.21,100231.39,396361.53,11.81,25.53,36.3,41.91,51.61,80.12,92.24,94.1,94.36,0.93
[2026-05-11 09:40:37.721] ,587,27.07,31.16,100226.09,394985.53,11.2,24.06,34.16,39.43,49.23,76.08,87.46,89.19,89.44,0.92
[2026-05-11 09:40:42.739] ,588,27.06,31.2,100231.72,394985.53,10.91,23.13,32.71,37.71,48.71,74.45,85.25,86.9,87.13,0.91
[2026-05-11 09:40:47.746] ,588,27.1,31.27,100232.23,393846.16,10.65,22.51,31.81,36.66,47.69,72.72,83.2,84.8,85.03,0.92
[2026-05-11 09:40:52.759] ,588,27.14,31.33,100229.34,391138.28,10.4,22.15,31.37,36.18,46.19,70.86,81.25,82.84,83.06,0.92
[2026-05-11 09:40:57.776] ,589,27.12,31.24,100229.66,389131.69,10.53,22.81,32.45,37.48,45.88,71.36,82.22,83.88,84.11,0.94
[2026-05-11 09:41:02.791] ,588,27.11,31.08,100232.79,394985.53,11.08,24.24,34.59,39.99,47.67,74.81,86.45,88.23,88.48,0.93
[2026-05-11 09:41:07.799] ,589,27.1,31.02,100238.48,397979,11.34,24.89,35.55,41.11,48.6,76.49,88.48,90.31,90.57,0.95
[2026-05-11 09:41:12.814] ,590,27.12,30.98,100232.37,396822.31,11.46,25.21,36.02,41.66,49.01,77.26,89.42,91.28,91.55,0.94
[2026-05-11 09:41:17.829] ,591,27,30.96,100222.82,400547.62,11.37,24.98,35.69,41.27,48.7,76.69,88.74,90.58,90.84,0.94
[2026-05-11 09:41:22.843] ,590,27.04,31.03,100227.12,400078.12,11.38,25.08,35.87,41.49,48.49,76.62,88.75,90.6,90.86,0.96
[2026-05-11 09:41:27.851] ,592,27.06,31.03,100229.03,401253.91,12.23,27.46,39.47,45.73,50.89,81.79,95.29,97.35,97.64,0.97
[2026-05-11 09:41:32.866] ,590,27.13,31.03,100225.92,398676.28,12.39,28.35,40.95,47.52,50.31,82.33,96.47,98.64,98.95,1
[2026-05-11 09:41:37.882] ,587,27.17,31.03,100237.34,394301.12,12.76,29.33,42.41,49.24,51.51,84.65,99.34,101.59,101.91,0.96
[2026-05-11 09:41:42.894] ,585,27.16,31.01,100225.61,399142.47,12.81,29.57,42.81,49.72,51.43,84.88,99.74,102.02,102.34,0.97
[2026-05-11 09:41:47.916] ,587,27.1,30.81,100231.4,403626.34,12.46,28.42,41.01,47.58,50.88,82.94,97.08,99.25,99.55,0.95
[2026-05-11 09:41:52.926] ,584,27.09,30.72,100225.04,402436.62,12.08,27.26,39.23,45.48,49.97,80.67,94.12,96.18,96.47,0.95
[2026-05-11 09:41:57.940] ,583,27.08,30.7,100230.33,405303.78,11.68,26.18,37.62,43.59,48.7,78.16,91.01,92.98,93.25,0.92
[2026-05-11 09:42:02.954] ,583,27.04,30.69,100228.49,406268.59,11.24,25.02,35.88,41.54,47.31,75.42,87.62,89.49,89.75,0.93
[2026-05-11 09:42:07.969] ,581,27.04,30.66,100224.59,405063.28,10.93,24.56,35.3,40.9,45.51,73.15,85.22,87.07,87.33,0.96
[2026-05-11 09:42:12.982] ,579,27.03,30.67,100227.92,403149.59,10.51,23.87,34.41,39.91,43.15,70.08,81.91,83.72,83.98,0.96
[2026-05-11 09:42:17.998] ,579,27,30.72,100229.27,404823.09,10.33,23.58,34.04,39.5,42.1,68.72,80.46,82.26,82.52,0.96
[2026-05-11 09:42:23.013] ,579,26.89,30.59,100233.96,422093.97,10.15,23.13,33.38,38.73,41.42,67.53,79.03,80.79,81.04,0.95
[2026-05-11 09:42:28.027] ,577,26.79,30.46,100233.66,419500.22,9.68,22.08,31.86,36.97,39.53,64.45,75.43,77.11,77.35,0.95
[2026-05-11 09:42:33.037] ,576,26.64,30.52,100240.47,422093.97,9.45,21.46,30.93,35.88,38.75,62.95,73.59,75.22,75.45,0.94
[2026-05-11 09:42:38.053] ,572,26.56,30.54,100242.58,421312.5,9.25,20.93,30.14,34.94,38.14,61.73,72.07,73.66,73.88,0.95
[2026-05-11 09:42:43.067] ,570,26.52,30.72,100243.14,420275,9.34,21.34,30.81,35.75,38.05,62.14,72.77,74.4,74.63,0.95
[2026-05-11 09:42:48.077] ,568,26.53,30.84,100238.85,417192.91,9.27,21.68,31.5,36.62,36.55,61.13,72.14,73.83,74.06,0.98
[2026-05-11 09:42:53.092] ,568,26.53,30.9,100232.12,414658.84,9.06,21.49,31.33,36.47,34.99,59.42,70.45,72.14,72.38,0.98
[2026-05-11 09:42:58.100] ,566,26.55,30.9,100233.56,417703.44,8.65,20.68,30.22,35.19,33.01,56.55,67.23,68.87,69.1,0.98
[2026-05-11 09:43:03.110] ,565,26.57,30.89,100237.66,418215.22,8.45,20.21,29.52,34.38,32.25,55.25,65.69,67.29,67.51,0.98
[2026-05-11 09:43:08.127] ,564,26.61,30.88,100231.12,416938.12,8.47,20.22,29.54,34.39,32.35,55.37,65.81,67.4,67.63,0.98
[2026-05-11 09:43:13.146] ,563,26.65,30.85,100234.85,415668.75,8.31,19.93,29.14,33.94,31.52,54.22,64.54,66.12,66.35,0.99
[2026-05-11 09:43:18.156] ,564,26.67,30.77,100234.91,417703.44,8.39,20.01,29.21,34.01,32.11,54.88,65.19,66.77,66.99,0.96
[2026-05-11 09:43:23.170] ,564,26.7,30.7,100237.09,415922,8.62,20.35,29.63,34.47,33.53,56.64,67.04,68.63,68.86,0.96
[2026-05-11 09:43:28.182] ,564,26.63,30.6,100231.82,425779.62,8.59,20.2,29.4,34.19,33.56,56.49,66.79,68.37,68.6,0.96
[2026-05-11 09:43:33.205] ,562,26.58,30.54,100234.98,426844.53,8.48,19.96,29.05,33.79,33.09,55.76,65.94,67.51,67.73,0.96
[2026-05-11 09:43:38.216] ,562,26.55,30.58,100231.76,424984.44,7.95,18.75,27.3,31.75,30.99,52.28,61.86,63.33,63.53,0.96
[2026-05-11 09:43:43.226] ,562,26.56,30.62,100238.53,425514.22,7.68,18.21,26.54,30.89,29.7,50.39,59.73,61.16,61.37,0.97
[2026-05-11 09:43:48.240] ,561,26.45,30.57,100238.23,427378.97,7.24,17.24,25.15,29.28,27.83,47.43,56.3,57.66,57.85,0.96
[2026-05-11 09:43:53.259] ,559,26.33,30.49,100237.63,437233.12,6.98,16.56,24.14,28.1,26.97,45.79,54.29,55.6,55.78,0.96
[2026-05-11 09:43:58.268] ,558,26.32,30.6,100242.5,429260.12,6.92,16.29,23.7,27.57,26.99,45.48,53.79,55.07,55.25,0.95
[2026-05-11 09:44:03.283] ,560,26.33,30.79,100245.51,426045.34,6.79,15.83,22.98,26.71,26.88,44.82,52.84,54.07,54.24,0.94
[2026-05-11 09:44:08.293] ,557,26.37,30.89,100236.53,427378.97,6.98,16.11,23.32,27.07,28.06,46.27,54.36,55.6,55.78,0.94
[2026-05-11 09:44:13.311] ,557,26.38,30.77,100234.71,429800.62,7.05,16.16,23.35,27.1,28.57,46.82,54.89,56.13,56.3,0.94
[2026-05-11 09:44:18.324] ,555,26.4,30.66,100236.91,431430.38,7.12,16.17,23.31,27.04,29.21,47.45,55.47,56.7,56.87,0.94
[2026-05-11 09:44:23.334] ,552,26.38,30.58,100233.75,432523.75,7.16,16.23,23.38,27.11,29.49,47.78,55.81,57.04,57.21,0.94
[2026-05-11 09:44:28.349] ,551,26.39,30.53,100238.42,433072.53,7.33,16.66,24.02,27.86,30.02,48.81,57.08,58.34,58.52,0.95
[2026-05-11 09:44:33.357] ,550,26.36,30.45,100233.34,438637.81,7.49,17.19,24.85,28.84,30.3,49.72,58.32,59.63,59.82,0.96
[2026-05-11 09:44:38.377] ,547,26.35,30.43,100234.79,435559.34,7.46,17.22,24.92,28.94,29.94,49.42,58.07,59.39,59.58,0.96
